idx, drive, strafe, turn, fwd, side, left, right, back, X, Y, THETA, Pxx, Pyy
357, 12, 1.747499, 0.163499, -569.6403, -479.9092, 193.1448, 272.0, 324.5, 396.8527, 3147.364, -90.09586, 0.2570046, 0.2450453
358, 14, 1.389744, 0.1135296, -569.6403, -479.9092, 193.1448, 272.0, 324.5, 396.8297, 3147.355, -90.07431, 0.2670046, 0.2550453
359, 14, 1.389744, 0.1135296, -569.8752, -479.9092, 193.9772, 272.0, 324.5, 396.6927, 3147.576, -90.03866, 0.2433062, 0.2650453
360, 16, 0.8474265, 0.0008625454, -569.8752, -479.9092, 193.9772, 272.0, 324.5, 396.6521, 3147.561, -90.00056, 0.2533062, 0.2750453
361, 16, 0.8474265, 0.0008625454, -569.8752, -479.9092, 193.9772, 272.0, 324.5, 396.6149, 3147.79, -89.96556, 0.2633061, 0.2494876
362, 18, 0.266546, -0.1258267, -569.8752, -479.9092, 193.9772, 272.0, 324.5, 396.5639, 3147.771, -89.91764, 0.2733061, 0.2594876
363, 18, 0.266546, -0.1258267, -569.7201, -479.9092, 193.9772, 272.0, 324.5, 396.4499, 3147.598, -89.87303, 0.2481543, 0.2694876
364, 20, -0.1527813, -0.2471542, -569.7201, -479.9092, 193.9772, 272.0, 322.5, 396.4129, 3148.064, -89.83823, 0.2581543, 0.2452197
365, 21, -0.3840661, -0.3105863, -569.0551, -479.9092, 193.9772, 272.0, 322.5, 396.3713, 3147.382, -89.79671, 0.2681543, 0.2552197
366, 21, -0.3840661, -0.3105863, -569.0551, -479.9092, 193.9772, 272.0, 322.5, 396.286, 3147.366, -89.75686, 0.2441927, 0.2652197
367, 23, -1.064337, -0.4555988, -567.9646, -479.6388, 193.9772, 272.0, 322.5, 396.5041, 3146.254, -89.7018, 0.2541927, 0.2752197
368, 23, -1.064337, -0.4555988, -567.9646, -479.6388, 193.9772, 272.0, 323.0, 396.4312, 3146.822, -89.63309, 0.2641927, 0.2496212
369, 25, -2.187764, -0.6531917, -566.2889, -479.0137, 193.9772, 272.0, 323.0, 397.0053, 3145.126, -89.57246, 0.2741927, 0.2596212
370, 25, -2.187764, -0.6531917, -566.2889, -479.0137, 194.8123, 272.0, 323.0, 396.9346, 3145.106, -89.52221, 0.2488342, 0.2696212
371, 27, -2.862854, -0.7938682, -563.9925, -478.3931, 194.8123, 272.0, 326.5, 397.5325, 3143.375, -89.48038, 0.2588342, 0.2453225
372, 27, -2.862854, -0.7938682, -563.9925, -478.3931, 194.8123, 272.0, 326.5, 397.5099, 3143.366, -89.45907, 0.2688342, 0.2553225
373, 29, -3.109931, -0.843313, -561.1863, -477.6882, 196.4915, 272.0, 326.5, 398.2623, 3140.562, -89.44801, 0.2447165, 0.2653225
374, 29, -3.109931, -0.843313, -561.1863, -477.6882, 196.4915, 272.0, 326.5, 398.2419, 3140.554, -89.42884, 0.2547165, 0.2753225
375, 31, -3.442999, -0.9037727, -557.5999, -476.9877, 196.4915, 272.0, 331.5, 398.9584, 3137.658, -89.40845, 0.2647165, 0.2497
376, 31, -3.442999, -0.9037727, -557.5999, -476.9877, 196.4915, 272.0, 331.5, 398.9488, 3137.654, -89.39945, 0.2747165, 0.2597
377, 33, -3.532931, -0.9371556, -552.6126, -476.3272, 196.4915, 272.0, 331.5, 399.5053, 3132.669, -89.38659, 0.2492357, 0.2697
378, 33, -3.532931, -0.9371556, -552.6126, -476.3272, 196.4915, 272.0, 337.5, 399.4833, 3133.132, -89.36578, 0.2592357, 0.2453831
379, 33, -3.913623, -0.9879409, -547.0801, -475.5869, 196.4915, 272.0, 337.5, 400.2735, 3127.603, -89.35335, 0.2692357, 0.2553831
380, 33, -3.913623, -0.9879409, -547.0801, -475.5869, 196.4915, 272.0, 337.5, 400.2567, 3127.596, -89.33753, 0.2792357, 0.2653831
381, 33, -4.206681, -1.057807, -541.0421, -474.8066, 196.4915, 272.0, 337.5, 400.7527, 3121.556, -89.30762, 0.2526919, 0.2753831
382, 33, -4.277143, -1.106751, -541.0421, -474.8066, 196.4915, 272.0, 347.0, 400.7187, 3122.224, -89.27558, 0.2626919, 0.2497464
383, 33, -4.277143, -1.106751, -533.9491, -474.2614, 196.4915, 272.0, 347.0, 401.3406, 3115.133, -89.26065, 0.2726919, 0.2597464
384, 33, -3.990484, -1.138, -533.9491, -474.2614, 193.9772, 272.0, 347.0, 400.6712, 3115.13, -89.25513, 0.2476829, 0.2697464
385, 33, -3.990484, -1.138, -526.2753, -473.9511, 193.9772, 272.0, 347.0, 401.0722, 3107.457, -89.24451, 0.2576829, 0.2797464
386, 33, -4.020367, -1.148514, -526.2753, -473.9511, 193.9772, 272.0, 358.0, 401.0762, 3108.539, -89.24825, 0.2676829, 0.2530816
387, 33, -4.020367, -1.148514, -517.8214, -473.7161, 193.9772, 272.0, 358.0, 401.4355, 3100.096, -89.26429, 0.2776829, 0.2630816
388, 33, -3.390381, -1.117288, -517.8214, -473.7161, 193.9772, 272.0, 358.0, 400.7532, 3100.097, -89.26868, 0.2515059, 0.2730816
389, 33, -3.390381, -1.117288, -508.002, -473.561, 193.9772, 272.0, 374.0, 401.0392, 3091.489, -89.27564, 0.2615059, 0.247982
390, 33, -3.296453, -1.083206, -508.002, -473.561, 193.9772, 272.0, 374.0, 401.0554, 3091.495, -89.29099, 0.2715059, 0.257982
391, 33, -3.296453, -1.083206, -497.8323, -473.561, 199.8884, 272.0, 374.0, 401.2813, 3081.333, -89.30933, 0.246772, 0.267982
392, 33, -3.070087, -1.026056, -497.8323, -473.561, 199.8884, 272.0, 374.0, 401.3015, 3081.341, -89.3284, 0.256772, 0.277982
393, 33, -3.070087, -1.026056, -487.5829, -473.521, 199.8884, 272.0, 389.5, 401.4858, 3072.792, -89.35909, 0.266772, 0.2517345
394, 33, -2.89363, -0.9791639, -487.5829, -473.521, 199.8884, 272.0, 389.5, 401.5269, 3072.807, -89.39784, 0.276772, 0.2617345
395, 33, -2.639019, -0.919963, -476.9877, -473.521, 205.088, 272.0, 389.5, 402.3428, 3062.225, -89.42862, 0.2508094, 0.2717345
396, 33, -2.63154, -0.8099419, -476.9877, -473.521, 205.088, 272.0, 407.0, 402.3866, 3062.83, -89.46986, 0.2608094, 0.2469476
397, 33, -2.377649, -0.7474772, -466.5832, -473.521, 205.088, 272.0, 407.0, 402.5151, 3052.442, -89.51075, 0.2708094, 0.2569476
398, 33, -2.377649, -0.7474772, -466.5832, -473.521, 200.7461, 272.0, 407.0, 402.5858, 3052.461, -89.55617, 0.2462366, 0.2669476
399, 33, -1.906477, -0.612349, -455.1678, -473.521, 200.7461, 272.0, 407.0, 402.7071, 3041.063, -89.59919, 0.2562366, 0.2769476
400, 33, -1.906477, -0.612349, -455.1678, -473.521, 200.7461, 272.0, 425.0, 402.753, 3042.074, -89.64239, 0.2662366, 0.2509438
401, 33, -1.162689, -0.4716375, -445.3485, -473.9865, 200.7461, 272.0, 425.0, 402.3882, 3032.273, -89.6913, 0.2762366, 0.2609437
402, 33, -1.162689, -0.4716375, -445.3485, -473.9865, 194.8123, 272.0, 425.0, 401.7248, 3032.288, -89.72864, 0.2503998, 0.2709437
403, 33, -0.4002233, -0.3615347, -434.5582, -474.2215, 194.8123, 272.0, 446.0, 401.5681, 3022.31, -89.76336, 0.2603998, 0.2463399
404, 33, -0.4002233, -0.3615347, -434.5582, -474.2215, 194.8123, 272.0, 446.0, 401.6319, 3022.334, -89.82342, 0.2703998, 0.2563399
405, 33, 0.6890139, -0.1842001, -423.9187, -474.6116, 193.9772, 272.0, 446.0, 400.6618, 3011.717, -89.87944, 0.2459216, 0.2663399
406, 33, 0.6890139, -0.1842001, -423.9187, -474.6116, 193.9772, 272.0, 446.0, 400.7005, 3011.731, -89.91579, 0.2559216, 0.2763399
407, 33, 1.08019, -0.0506454, -412.1531, -475.0771, 193.9772, 272.0, 464.5, 400.291, 3001.178, -89.96685, 0.2659216, 0.2504788
408, 33, 1.08019, -0.0506454, -412.1531, -475.0771, 193.9772, 272.0, 464.5, 400.3521, 3001.201, -90.02431, 0.2759216, 0.2604788
409, 33, 1.827705, 0.08687231, -401.7087, -475.4672, 193.1448, 272.0, 464.5, 399.3782, 2990.77, -90.05687, 0.2501587, 0.2704788
410, 33, 1.827705, 0.08687231, -401.7087, -475.4672, 193.1448, 272.0, 481.0, 399.4089, 2991.054, -90.08569, 0.2601587, 0.2459824
411, 33, 1.814698, 0.1945623, -391.774, -475.5469, 193.1448, 272.0, 481.0, 399.3478, 2981.136, -90.12735, 0.2701586, 0.2559824
412, 33, 1.814698, 0.1945623, -391.774, -475.5469, 193.1448, 272.0, 481.0, 398.8558, 2981.147, -90.15348, 0.2457361, 0.2659824
413, 33, 2.089029, 0.2655707, -381.4891, -475.7021, 193.1448, 272.0, 481.0, 398.6893, 2970.871, -90.17383, 0.2557361, 0.2759824
414, 33, 2.050904, 0.3073692, -381.4891, -475.7021, 193.1448, 275.0, 501.5, 398.7185, 2971.084, -90.20119, 0.2657361, 0.2502052
415, 33, 2.050904, 0.3073692, -371.5899, -475.8573, 193.1448, 272.0, 501.5, 398.535, 2961.189, -90.2091, 0.2757361, 0.2602052
416, 33, 2.142488, 0.3236177, -371.5899, -475.8573, 193.1448, 272.0, 501.5, 398.1137, 2961.19, -90.21182, 0.2500167, 0.2702052
417, 33, 2.142488, 0.3236177, -362.1606, -475.8573, 193.1448, 272.0, 517.5, 398.0888, 2952.347, -90.22399, 0.2600167, 0.2457719
418, 33, 1.877048, 0.3312408, -362.1606, -475.8573, 193.1448, 272.0, 517.5, 398.0811, 2952.344, -90.21682, 0.2700166, 0.2557719
419, 33, 1.877048, 0.3312408, -352.2659, -475.8573, 193.1448, 272.0, 517.5, 397.6689, 2942.439, -90.19034, 0.2456268, 0.2657719
420, 33, 1.564046, 0.2446948, -352.2659, -475.8573, 193.1448, 272.0, 517.5, 397.6368, 2942.427, -90.16017, 0.2556268, 0.2757719
421, 33, 1.564046, 0.2446948, -341.9012, -475.6267, 193.1448, 272.0, 535.5, 397.8196, 2932.859, -90.13654, 0.2656268, 0.2500441
422, 33, 1.007885, 0.1582887, -341.9012, -475.6267, 193.1448, 272.0, 535.5, 397.7845, 2932.845, -90.10361, 0.2756268, 0.2600441
423, 33, 1.007885, 0.1582887, -332.3168, -474.6913, 193.1448, 272.0, 535.5, 398.22, 2923.239, -90.05031, 0.249933, 0.2700441
424, 33, 0.1052973, -0.01284493, -332.3168, -474.6913, 193.1448, 272.0, 553.0, 398.1575, 2922.943, -89.9916, 0.259933, 0.2456479
425, 33, 0.1052973, -0.01284493, -323.7829, -473.756, 193.1448, 274.0, 553.0, 399.0399, 2914.385, -89.92712, 0.269933, 0.2556479
426, 33, -0.6932157, -0.2136898, -323.7829, -473.756, 193.1448, 274.0, 553.0, 398.4992, 2914.358, -89.86013, 0.2455625, 0.2656479
427, 33, -0.6932157, -0.2136898, -314.7438, -472.7408, 193.1448, 274.0, 553.0, 399.4846, 2905.298, -89.79733, 0.2555625, 0.2756479
428, 33, -1.694905, -0.4038461, -314.7438, -472.7408, 193.1448, 274.0, 568.0, 399.4191, 2905.364, -89.73567, 0.2655625, 0.2499492
429, 33, -2.492791, -0.4777336, -304.9643, -471.6104, 193.1448, 270.0, 568.0, 400.5556, 2895.571, -89.6873, 0.2755625, 0.2599492
430, 33, -2.492791, -0.4777336, -304.9643, -471.6104, 193.9772, 270.0, 568.0, 399.9373, 2895.551, -89.63752, 0.2498837, 0.2699492
431, 33, -2.93992, -0.6187248, -296.2754, -470.4045, 193.9772, 270.0, 587.5, 401.1626, 2886.81, -89.59502, 0.2598837, 0.2455749
432, 33, -2.93992, -0.6187248, -296.2754, -470.4045, 193.9772, 270.0, 587.5, 401.1133, 2886.791, -89.54857, 0.2698837, 0.2555749
433, 33, -3.644974, -0.7819907, -286.1057, -469.4293, 193.9772, 268.0, 587.5, 402.1206, 2876.606, -89.48815, 0.2798837, 0.2655749
434, 33, -3.644974, -0.7819907, -286.1057, -469.4293, 195.6504, 268.0, 587.5, 401.5175, 2876.59, -89.44797, 0.2531864, 0.2755749
435, 33, -3.452184, -0.8526844, -276.5612, -468.7687, 195.6504, 268.0, 601.5, 402.265, 2867.731, -89.44188, 0.2631864, 0.2498932
436, 33, -3.452184, -0.8526844, -276.5612, -468.7687, 195.6504, 266.0, 601.5, 402.2466, 2867.724, -89.42447, 0.2731863, 0.2598932
437, 33, -3.667799, -0.908307, -267.2117, -467.9486, 199.8884, 266.0, 601.5, 402.9892, 2858.375, -89.40547, 0.2480624, 0.2698932
438, 33, -3.667799, -0.908307, -267.2117, -467.9486, 199.8884, 266.0, 621.0, 402.9973, 2857.718, -89.41306, 0.2580624, 0.2455318
439, 33, -3.612606, -0.8722316, -258.013, -467.288, 199.8884, 266.0, 621.0, 403.7651, 2848.533, -89.42908, 0.2680624, 0.2555318
440, 33, -3.612606, -0.8722316, -258.013, -467.288, 199.8884, 266.0, 621.0, 403.7681, 2848.534, -89.43192, 0.2780624, 0.2655318
441, 33, -3.38021, -0.8415879, -248.3886, -466.9733, 201.6073, 266.0, 621.0, 404.1186, 2838.92, -89.44915, 0.2517959, 0.2755318
442, 33, -3.38021, -0.8415879, -248.3886, -466.9733, 201.6073, 266.0, 634.5, 404.1664, 2839.009, -89.49419, 0.2617959, 0.2498603
443, 33, -2.863684, -0.733863, -248.3886, -466.9733, 201.6073, 266.0, 634.5, 404.1934, 2839.02, -89.51965, 0.2717959, 0.2598603
444, 33, -2.863684, -0.733863, -229.2596, -466.9733, 205.088, 266.0, 634.5, 404.7037, 2819.901, -89.54445, 0.2469948, 0.2698603
445, 33, -2.653485, -0.6220701, -229.2596, -466.9733, 205.088, 266.0, 634.5, 404.755, 2819.921, -89.59283, 0.2569948, 0.2798603
446, 33, -2.410723, -0.5461311, -219.8703, -466.9733, 205.088, 258.0, 661.5, 404.8623, 2810.799, -89.64253, 0.2669948, 0.2531685
447, 33, -2.410723, -0.5461311, -219.8703, -466.9378, 205.088, 256.0, 661.5, 404.9436, 2810.817, -89.68562, 0.2769948, 0.2631685
448, 33, -2.634588, -0.4210271, -209.8957, -466.9378, 209.5197, 256.0, 661.5, 405.8439, 2800.858, -89.72442, 0.2509798, 0.2731685
449, 33, -2.634588, -0.4210271, -209.8957, -467.093, 209.5197, 256.0, 669.5, 405.7251, 2801.321, -89.75866, 0.2609798, 0.2480487
450, 33, -2.257339, -0.3244453, -199.9611, -467.093, 209.5197, 258.0, 669.5, 405.7902, 2791.398, -89.78764, 0.2709798, 0.2580487
451, 33, -2.257339, -0.3244453, -199.9611, -468.0284, 211.317, 258.0, 669.5, 405.9107, 2791.401, -89.80206, 0.2463676, 0.2680487
452, 33, -2.295983, -0.2977064, -189.7914, -468.0284, 211.317, 258.0, 669.5, 405.9483, 2781.233, -89.80514, 0.2563676, 0.2780487
453, 33, -2.295983, -0.2977064, -189.7914, -468.9637, 211.317, 258.0, 686.0, 405.0331, 2782.089, -89.82409, 0.2663676, 0.2517854
454, 33, -1.592714, -0.2266397, -179.8523, -468.9637, 211.317, 258.0, 686.0, 405.0857, 2772.161, -89.85166, 0.2763676, 0.2617854
455, 33, -1.592714, -0.2266397, -179.8523, -470.3247, 207.7364, 258.0, 686.0, 404.4981, 2772.167, -89.87361, 0.2505001, 0.2717854
456, 33, -1.239397, -0.1717748, -169.9576, -470.3247, 207.7364, 258.0, 703.5, 404.5312, 2763.293, -89.88757, 0.2605, 0.2469868
457, 33, -1.239397, -0.1717748, -169.9576, -471.73, 207.7364, 258.0, 703.5, 403.1259, 2763.29, -89.88757, 0.2705, 0.2569868
458, 33, -0.4736251, -0.11494, -161.1135, -471.73, 201.6073, 258.0, 703.5, 403.2275, 2754.461, -89.92476, 0.2459987, 0.2669868
459, 33, -0.4736251, -0.11494, -161.1135, -472.6255, 201.6073, 258.0, 703.5, 402.3558, 2754.47, -89.94712, 0.2559987, 0.2769867
460, 33, -0.09261095, -0.06380505, -150.3986, -472.6255, 201.6073, 258.0, 721.0, 402.3744, 2744.919, -89.95824, 0.2659987, 0.2509737
461, 33, 0.5098935, -0.03494475, -150.3986, -473.6762, 201.6073, 258.0, 721.0, 401.3439, 2744.926, -89.97713, 0.2759987, 0.2609737
462, 33, 0.5098935, -0.03494475, -140.3841, -473.6762, 204.2125, 258.0, 721.0, 401.9676, 2734.918, -89.9929, 0.2502177, 0.2709737
463, 33, 0.4945088, 0.02475739, -140.3841, -474.5318, 204.2125, 258.0, 739.0, 401.1368, 2734.937, -90.0162, 0.2602177, 0.2463629
464, 33, 0.4945088, 0.02475739, -130.5647, -474.5318, 204.2125, 258.0, 739.0, 401.1643, 2725.132, -90.05379, 0.2702177, 0.2563629
465, 33, -0.176611, 0.1205932, -130.5647, -475.1967, 211.317, 258.0, 739.0, 402.098, 2725.143, -90.07894, 0.2457815, 0.2663629
466, 33, -0.176611, 0.1205932, -120.865, -475.1967, 211.317, 258.0, 739.0, 402.0952, 2715.449, -90.09186, 0.2557815, 0.2763629
467, 33, -0.1536018, 0.1398839, -120.865, -475.3519, 211.317, 258.0, 755.5, 401.9397, 2715.831, -90.09156, 0.2657815, 0.2504964
468, 33, -0.1536018, 0.1398839, -111.0057, -475.3519, 211.317, 258.0, 755.5, 401.9173, 2705.969, -90.08328, 0.2757815, 0.2604964
469, 33, -1.190563, 0.1185184, -111.0057, -475.5469, 212.2207, 258.0, 755.5, 403.2795, 2705.967, -90.07758, 0.2500515, 0.2704964
470, 33, -1.190563, 0.1185184, -100.876, -475.6267, 212.2207, 258.0, 773.5, 403.1866, 2696.411, -90.07824, 0.2600514, 0.2459959
471, 33, -1.00548, 0.1341608, -100.876, -475.6267, 212.2207, 273.0, 773.5, 403.1967, 2696.415, -90.08781, 0.2700514, 0.2559959
472, 33, -1.00548, 0.1341608, -90.7862, -475.6267, 206.85, 273.0, 773.5, 403.8867, 2686.33, -90.10074, 0.2456536, 0.2659959
473, 33, -1.273927, 0.1764372, -90.7862, -475.6267, 206.85, 273.0, 773.5, 403.9024, 2686.336, -90.11549, 0.2556536, 0.2759959
474, 33, -1.273927, 0.1764372, -80.81164, -475.6267, 206.85, 273.0, 790.5, 403.8753, 2677.252, -90.10681, 0.2656536, 0.2502156
475, 33, -1.260949, 0.1385784, -80.81164, -475.6267, 206.85, 271.0, 790.5, 403.8581, 2677.245, -90.0907, 0.2756536, 0.2602155
476, 33, -1.260949, 0.1385784, -71.06761, -475.5469, 197.3358, 271.0, 790.5, 403.3351, 2667.493, -90.07065, 0.2499535, 0.2702155
477, 33, -0.9830434, 0.0968149, -71.06761, -475.5469, 197.3358, 271.0, 808.5, 403.3273, 2667.245, -90.06337, 0.2599535, 0.2457798
478, 33, -1.387841, 0.08167373, -61.21275, -474.9618, 197.3358, 271.0, 808.5, 403.8936, 2657.386, -90.05346, 0.2699535, 0.2557799
479, 33, -1.387841, 0.08167373, -61.21275, -474.9618, 193.9772, 270.0, 808.5, 402.9011, 2657.377, -90.03162, 0.2455782, 0.2657799
480, 33, -1.264614, 0.02624936, -52.05389, -474.3012, 193.9772, 270.0, 808.5, 403.5447, 2648.212, -90.01719, 0.2555782, 0.2757798
481, 33, -1.264614, 0.02624936, -52.05389, -474.3012, 193.9772, 270.0, 825.5, 403.5399, 2648.247, -90.01265, 0.2655782, 0.2500502
482, 33, -1.484795, 0.01326455, -42.35418, -473.9111, 193.9772, 269.0, 825.5, 403.9247, 2638.546, -90.00869, 0.2755782, 0.2600502
483, 33, -1.484795, 0.01326455, -42.35418, -473.9111, 202.4721, 269.0, 825.5, 403.9742, 2638.537, -89.98853, 0.2498958, 0.2700502
484, 33, -1.718521, -0.04755655, -31.98951, -473.6363, 202.4721, 269.0, 844.0, 404.2356, 2628.39, -89.96887, 0.2598958, 0.2456526
485, 33, -1.718521, -0.04755655, -31.98951, -473.6363, 202.4721, 269.0, 844.0, 404.2276, 2628.387, -89.96134, 0.2698958, 0.2556526
486, 33, -1.868296, -0.07336298, -22.24991, -473.4058, 203.3405, 269.0, 844.0, 404.5656, 2618.644, -89.95198, 0.2455338, 0.2656526
487, 33, -1.868296, -0.07336298, -22.24991, -473.4058, 203.3405, 269.0, 844.0, 404.537, 2618.634, -89.92507, 0.2555338, 0.2756526
488, 33, -1.955692, -0.1425415, -12.27535, -473.2461, 203.3405, 269.0, 862.0, 404.6949, 2609.07, -89.9067, 0.2655338, 0.2499527
489, 33, -1.955692, -0.1425415, -12.27535, -473.2461, 203.3405, 268.0, 862.0, 404.6784, 2609.064, -89.89123, 0.2755338, 0.2599528
490, 33, -1.747126, -0.1859834, -2.455958, -473.2461, 200.7461, 268.0, 862.0, 404.4442, 2599.239, -89.87826, 0.2498618, 0.2699528
491, 33, -1.747126, -0.1859834, -2.455958, -473.2461, 200.7461, 268.0, 879.0, 404.4275, 2598.713, -89.86262, 0.2598618, 0.2455777
492, 33, -1.793249, -0.2428881, 6.89796, -473.2107, 200.7461, 268.0, 879.0, 404.4677, 2589.35, -89.84102, 0.2698618, 0.2555777
493, 33, -1.801968, -0.2711656, 6.89796, -473.2107, 200.7461, 270.0, 879.0, 404.448, 2589.343, -89.82251, 0.2798618, 0.2655777
494, 33, -1.801968, -0.2711656, 17.02768, -473.2107, 195.6504, 270.0, 879.0, 403.6141, 2579.213, -89.82125, 0.2531697, 0.2755776
495, 33, -1.219851, -0.24818, 17.02768, -473.2107, 195.6504, 270.0, 893.4999, 403.6314, 2579.379, -89.83756, 0.2631696, 0.2498954
496, 33, -1.219851, -0.24818, 26.65202, -473.2107, 195.6504, 269.0, 893.4999, 403.6645, 2569.758, -89.84466, 0.2731696, 0.2598953
497, 33, -0.788807, -0.2457788, 26.65202, -473.2107, 195.6504, 269.0, 893.4999, 402.9134, 2569.756, -89.83912, 0.2480496, 0.2698953
498, 33, -0.788807, -0.2457788, 36.46698, -473.2107, 195.6504, 269.0, 915.0, 402.9432, 2559.826, -89.84181, 0.2580496, 0.2455335
499, 33, -0.920382, -0.2522595, 36.46698, -473.2107, 195.6504, 269.0, 915.0, 402.9358, 2559.824, -89.83489, 0.2680496, 0.2555335
