idx, drive, strafe, turn, fwd, side, left, right, back, X, Y, THETA, Pxx, Pyy
179, -33, -3.614162, 3.920525, 66.82066, -512.9892, 163.3927, 311.0, 975.5, 372.8828, 2503.148, -92.5163, 0.2672892, 0.2513505
180, -33, -3.614162, 3.920525, 66.82066, -512.9892, 163.3927, 311.0, 975.5, 372.9367, 2503.165, -92.56617, 0.2772892, 0.2613505
181, -33, -3.749141, 4.004484, 58.48194, -511.1982, 168.5085, 311.0, 975.5, 374.5724, 2511.429, -92.61001, 0.2512049, 0.2713505
182, -33, -3.749141, 4.004484, 58.48194, -511.1982, 168.5085, 311.0, 958.5, 374.5844, 2511.934, -92.62112, 0.2612049, 0.2466526
183, -33, -3.733266, 3.823874, 50.33826, -508.5073, 168.5085, 304.0, 958.5, 377.5934, 2519.935, -92.58125, 0.2712049, 0.2566526
184, -33, -3.733266, 3.823874, 50.33826, -508.5073, 171.0228, 304.0, 958.5, 376.9558, 2519.908, -92.5029, 0.2465407, 0.2666526
185, -33, -2.458321, 3.388346, 41.92417, -505.6258, 171.0228, 304.0, 958.5, 380.0427, 2528.154, -92.38008, 0.2565407, 0.2766526
186, -33, -2.458321, 3.388346, 41.92417, -505.6258, 171.0228, 293.0, 947.4999, 379.8677, 2527.896, -92.21783, 0.2665407, 0.2507181
187, -33, -1.280235, 2.878302, 33.43028, -503.0546, 171.0228, 293.0, 947.4999, 382.5622, 2536.238, -92.06103, 0.2765407, 0.2607181
188, -33, -1.280235, 2.878302, 33.43028, -503.0546, 177.6166, 293.0, 947.4999, 382.0263, 2536.173, -91.88398, 0.2506325, 0.2707181
189, -33, 0.9744631, 2.252153, 24.11626, -501.4586, 177.6166, 293.0, 932.0, 383.6488, 2544.948, -91.67239, 0.2606325, 0.2461664
190, -33, 2.226634, 1.972152, 24.11626, -501.4586, 177.6166, 286.0, 932.0, 383.4359, 2544.873, -91.47414, 0.2706325, 0.2561664
191, -33, 2.226634, 1.972152, 14.76678, -500.4035, 182.5, 286.0, 932.0, 384.491, 2554.129, -91.29086, 0.2461005, 0.2661664
192, -33, 3.954992, 1.366144, 14.76678, -500.4035, 182.5, 286.0, 932.0, 384.2774, 2554.053, -91.09149, 0.2561005, 0.2761663
193, -33, 3.954992, 1.366144, 5.532554, -500.0134, 182.5, 284.0, 913.9999, 384.5846, 2562.803, -90.8942, 0.2661005, 0.250346
194, -33, 5.503803, 0.8332072, 5.532554, -500.0134, 182.5, 284.0, 913.9999, 384.3944, 2562.734, -90.71623, 0.2761005, 0.260346
195, -33, 5.503803, 0.8332072, -4.872017, -500.0134, 184.1253, 284.0, 913.9999, 384.5245, 2573.071, -90.54538, 0.2502956, 0.270346
196, -33, 6.740005, 0.3502051, -4.872017, -500.0134, 184.1253, 284.0, 897.4999, 384.3499, 2573.436, -90.38174, 0.2602956, 0.2458802
197, -33, 6.740005, 0.3502051, -14.69141, -500.3282, 184.1253, 285.0, 897.4999, 383.8988, 2583.195, -90.22923, 0.2702956, 0.2558802
198, -33, 7.973804, -0.1126205, -14.69141, -500.3282, 183.3125, 285.0, 897.4999, 383.9236, 2583.131, -90.06973, 0.2458415, 0.2658802
199, -33, 7.973804, -0.1126205, -24.93639, -501.6892, 183.3125, 285.0, 897.4999, 382.3841, 2593.315, -89.92629, 0.2558415, 0.2758802
200, -33, 9.423045, -0.4696094, -24.93639, -501.6892, 183.3125, 288.0, 880.0, 382.2588, 2593.359, -89.80842, 0.2658415, 0.250127
201, -33, 9.423045, -0.4696094, -35.41632, -503.6397, 183.3125, 288.0, 880.0, 380.1185, 2603.779, -89.69262, 0.2758415, 0.260127
202, -33, 10.50119, -0.7682599, -35.41632, -503.6397, 182.5, 288.0, 880.0, 380.5682, 2603.735, -89.58691, 0.2500974, 0.270127
203, -33, 10.50119, -0.7682599, -45.43078, -505.4706, 182.5, 288.0, 861.5, 378.5465, 2613.548, -89.49714, 0.2600974, 0.2457117
204, -33, 11.13949, -0.8896923, -45.43078, -505.4706, 182.5, 290.0, 861.5, 378.5465, 2613.548, -89.49714, 0.2700974, 0.2557117
205, -33, 11.13949, -0.8896923, -55.25018, -507.2217, 183.3125, 290.0, 861.5, 377.6743, 2623.315, -89.41766, 0.2456889, 0.2657117
206, -33, 11.38771, -1.065395, -55.25018, -507.2217, 183.3125, 290.0, 861.5, 377.6011, 2623.286, -89.34859, 0.2556889, 0.2757117
207, -33, 11.85986, -1.097706, -65.45969, -508.3522, 183.3125, 290.0, 844.5, 376.2937, 2632.967, -89.30265, 0.2656889, 0.249998
208, -33, 11.85986, -1.097706, -76.28985, -508.3522, 183.3125, 296.0, 844.5, 376.1335, 2643.787, -89.2815, 0.2756889, 0.259998
209, -33, 10.87798, -0.9967762, -76.28985, -509.2477, 178.4326, 296.0, 844.5, 375.9031, 2643.784, -89.29854, 0.2499806, 0.269998
210, -33, 10.87798, -0.9967762, -87.00474, -509.2477, 178.4326, 296.0, 844.5, 375.8377, 2654.518, -89.34756, 0.2599806, 0.279998
211, -33, 9.80095, -0.7430013, -87.00474, -509.7974, 178.4326, 301.0, 822.0, 375.3581, 2654.218, -89.41364, 0.2699805, 0.2532736
212, -33, 9.80095, -0.7430013, -96.82414, -509.7974, 178.4326, 301.0, 822.0, 375.3895, 2664.078, -89.51367, 0.2799805, 0.2632736
213, -33, 8.803569, -0.4248619, -96.82414, -510.183, 171.0228, 301.0, 822.0, 374.8612, 2664.124, -89.63034, 0.2532603, 0.2732736
214, -33, 8.803569, -0.4248619, -107.9291, -510.183, 171.0228, 301.0, 803.0, 374.9136, 2674.737, -89.72191, 0.2632602, 0.2481293
215, -33, 7.724227, -0.1362822, -107.9291, -510.183, 171.0228, 299.0, 803.0, 374.9996, 2674.769, -89.80276, 0.2732602, 0.2581293
216, -33, 7.724227, -0.1362822, -117.4737, -510.183, 175.9803, 299.0, 803.0, 375.465, 2684.357, -89.9108, 0.2481191, 0.2681293
217, -33, 6.482643, 0.1355012, -117.4737, -509.8727, 175.9803, 299.0, 803.0, 375.8832, 2684.397, -90.01215, 0.2581191, 0.2781293
218, -33, 6.482643, 0.1355012, -127.1379, -509.8727, 175.9803, 288.0, 783.5, 375.9862, 2693.64, -90.08869, 0.2681191, 0.251847
219, -33, 4.889826, 0.4335223, -127.1379, -508.5073, 175.9803, 288.0, 783.5, 377.4479, 2693.67, -90.179, 0.2781191, 0.261847
220, -33, 4.889826, 0.4335223, -136.6426, -508.5073, 189.0197, 288.0, 783.5, 379.3033, 2703.216, -90.28377, 0.2518392, 0.271847
221, -33, 2.230135, 0.7233493, -136.6426, -506.641, 189.0197, 288.0, 766.0, 381.268, 2703.827, -90.37598, 0.2618392, 0.2470341
222, -33, 2.14756, 0.8868016, -145.7615, -506.641, 189.0197, 287.0, 766.0, 381.4553, 2712.984, -90.47347, 0.2718392, 0.2570341
223, -33, 2.14756, 0.8868016, -145.7615, -503.8747, 189.8404, 287.0, 766.0, 385.2627, 2712.995, -90.58045, 0.2470281, 0.2670341
224, -33, -0.49663, 1.275635, -154.4505, -503.8747, 189.8404, 287.0, 766.0, 385.5053, 2721.729, -90.69964, 0.2570281, 0.2770341
225, -33, -0.49663, 1.275635, -154.4505, -501.1838, 189.8404, 287.0, 752.0, 388.3408, 2721.771, -90.83496, 0.2670281, 0.2510098
226, -33, -2.204388, 1.640247, -163.2148, -501.1838, 189.8404, 287.0, 752.0, 388.6435, 2730.586, -90.96944, 0.2770281, 0.2610098
227, -33, -2.204388, 1.640247, -163.2148, -498.3776, 186.5673, 287.0, 752.0, 391.1852, 2730.57, -91.07362, 0.2510053, 0.2710098
228, -33, -3.273593, 1.886935, -172.9189, -498.3776, 186.5673, 287.0, 732.0, 391.4829, 2740.514, -91.16099, 0.2610053, 0.2463907
229, -33, -3.273593, 1.886935, -172.9189, -495.496, 186.5673, 287.0, 732.0, 394.4433, 2740.478, -91.23508, 0.2710053, 0.2563907
230, -33, -3.789639, 1.935226, -182.193, -495.496, 189.8404, 287.0, 732.0, 394.3333, 2749.762, -91.26576, 0.2463872, 0.2663907
231, -33, -3.789639, 1.935226, -182.193, -492.0294, 189.8404, 287.0, 732.0, 397.8001, 2749.685, -91.2667, 0.2563872, 0.2763907
232, -33, -4.477472, 1.816521, -191.1125, -492.0294, 189.8404, 287.0, 721.5, 397.9675, 2757.83, -91.24391, 0.2663872, 0.2505177
233, -33, -4.477472, 1.816521, -191.1125, -488.1327, 189.8404, 287.0, 721.5, 401.8045, 2757.731, -91.18899, 0.2763872, 0.2605177
234, -33, -4.931627, 1.611876, -200.3467, -488.1327, 196.4915, 287.0, 721.5, 401.4911, 2766.941, -91.13149, 0.250515, 0.2705177
235, -33, -4.931627, 1.611876, -200.3467, -484.6659, 196.4915, 287.0, 704.5, 404.8754, 2767.176, -91.05505, 0.260515, 0.2460123
236, -33, -5.341567, 1.34451, -209.2307, -484.6659, 196.4915, 287.0, 704.5, 404.9212, 2776.025, -90.96474, 0.270515, 0.2560123
237, -33, -5.341567, 1.34451, -209.2307, -481.8597, 206.85, 287.0, 704.5, 407.7857, 2775.951, -90.88004, 0.2460102, 0.2660123
238, -33, -5.399072, 1.017279, -218.3896, -481.8597, 206.85, 287.0, 704.5, 407.7957, 2785.07, -90.78024, 0.2560102, 0.2760123
239, -33, -5.641981, 0.8457725, -218.3896, -480.184, 206.85, 287.0, 693.0, 409.3491, 2784.506, -90.66586, 0.2660102, 0.2502281
240, -33, -5.641981, 0.8457725, -227.5839, -480.184, 206.85, 287.0, 693.0, 409.309, 2793.656, -90.5536, 0.2760102, 0.2602281
241, -33, -4.69471, 0.4876762, -227.5839, -479.2487, 208.6263, 287.0, 693.0, 410.1838, 2793.604, -90.43757, 0.2502265, 0.2702281
242, -33, -4.69471, 0.4876762, -237.9486, -479.2487, 208.6263, 260.0, 674.0, 410.1046, 2803.44, -90.3192, 0.2602265, 0.2457895
243, -33, -3.706985, 0.1779525, -237.9486, -478.9383, 208.6263, 257.0, 674.0, 410.3005, 2803.396, -90.21186, 0.2702265, 0.2557895
244, -33, -3.706985, 0.1779525, -247.6882, -478.9383, 205.9672, 257.0, 674.0, 409.9349, 2813.098, -90.11648, 0.2457883, 0.2657895
245, -33, -2.750433, -0.07802539, -247.6882, -478.9383, 205.9672, 257.0, 674.0, 409.8332, 2813.059, -90.02093, 0.2557883, 0.2757895
246, -33, -2.750433, -0.07802539, -257.8578, -478.9383, 205.9672, 264.0, 658.5, 409.7412, 2822.237, -89.94893, 0.2657883, 0.2500576
247, -33, -1.724555, -0.2371534, -257.8578, -479.989, 205.9672, 264.0, 658.5, 408.6279, 2822.211, -89.89016, 0.2757883, 0.2600576
248, -33, -1.724555, -0.2371534, -268.0274, -479.989, 200.7461, 264.0, 658.5, 407.8227, 2832.362, -89.84477, 0.2500566, 0.2700576
249, -33, -0.03029287, -0.3370688, -268.0274, -481.9351, 200.7461, 264.0, 640.0, 405.835, 2832.543, -89.80563, 0.2600566, 0.2456583
250, -33, -0.03029287, -0.3370688, -277.9222, -481.9351, 200.7461, 264.0, 640.0, 405.7667, 2842.427, -89.77938, 0.2700566, 0.2556583
251, -33, 1.439274, -0.3233496, -277.9222, -484.0807, 193.9772, 264.0, 640.0, 402.6841, 2842.42, -89.78145, 0.2456576, 0.2656583
252, -33, 1.439274, -0.3233496, -287.9765, -484.0807, 193.9772, 264.0, 640.0, 402.6549, 2852.477, -89.78835, 0.2556576, 0.2756583
253, -33, 2.025659, -0.3325928, -287.9765, -486.0269, 193.9772, 264.0, 620.5, 400.7023, 2852.596, -89.78225, 0.2656576, 0.2499571
254, -33, 1.596951, -0.3086864, -298.1861, -486.0269, 193.9772, 264.0, 620.5, 400.6636, 2862.805, -89.7823, 0.2756576, 0.2599571
255, -33, 1.596951, -0.3086864, -298.1861, -488.208, 191.488, 264.0, 620.5, 397.8728, 2862.804, -89.79795, 0.2499566, 0.2699571
256, -33, 2.536875, -0.2381092, -307.9257, -488.208, 191.488, 279.0, 602.0, 397.8683, 2872.485, -89.82059, 0.2599566, 0.245581
257, -33, 2.536875, -0.2381092, -307.9257, -490.3537, 191.488, 280.0, 602.0, 395.7477, 2872.489, -89.84415, 0.2699566, 0.255581
258, -33, 3.443973, -0.08527544, -317.7051, -490.3537, 186.5673, 280.0, 602.0, 394.8984, 2882.288, -89.89224, 0.2455806, 0.265581
259, -33, 3.443973, -0.08527544, -317.7051, -492.3397, 186.5673, 280.0, 602.0, 392.9677, 2882.308, -89.94418, 0.2555806, 0.275581
260, -33, 3.603515, 0.08205837, -327.4447, -492.3397, 186.5673, 280.0, 581.5, 393.0283, 2892.123, -89.99729, 0.2655806, 0.2498979
261, -33, 3.603515, 0.08205837, -327.4447, -495.5759, 186.5673, 285.0, 581.5, 389.8522, 2892.15, -90.05371, 0.2755806, 0.2598979
262, -33, 4.879752, 0.3690412, -337.539, -495.5759, 181.6875, 285.0, 581.5, 389.1807, 2902.275, -90.13143, 0.2498976, 0.2698979
263, -33, 4.879752, 0.3690412, -337.539, -499.2376, 181.6875, 285.0, 565.0, 385.6364, 2903.156, -90.24156, 0.2598976, 0.2455355
264, -33, 5.488636, 0.8033911, -346.9682, -499.2376, 181.6875, 286.0, 565.0, 385.8455, 2912.636, -90.37036, 0.2698976, 0.2555355
265, -33, 5.488636, 0.8033911, -346.9682, -502.0793, 181.6875, 286.0, 565.0, 383.1702, 2912.726, -90.52586, 0.2798976, 0.2655355
266, -33, 5.87003, 1.284761, -356.5527, -502.0793, 177.6166, 286.0, 565.0, 382.9863, 2922.373, -90.68984, 0.253197, 0.2755355
267, -33, 5.87003, 1.284761, -356.5527, -504.4555, 177.6166, 286.0, 546.5, 380.7723, 2923.098, -90.84094, 0.263197, 0.2498631
268, -33, 5.85136, 1.717235, -365.3968, -504.4555, 177.6166, 296.0, 546.5, 381.0951, 2931.997, -90.98904, 0.273197, 0.259863
269, -33, 5.85136, 1.717235, -365.3968, -505.8608, 175.9803, 296.0, 546.5, 379.6049, 2932.077, -91.12401, 0.2480705, 0.269863
270, -33, 5.751034, 2.033113, -373.7355, -505.8608, 175.9803, 296.0, 546.5, 379.9129, 2940.456, -91.2358, 0.2580705, 0.279863
271, -33, 5.922121, 2.14627, -373.7355, -506.7563, 175.9803, 290.0, 532.0, 379.1196, 2940.701, -91.33077, 0.2680705, 0.2531706
272, -33, 5.922121, 2.14627, -381.8394, -506.7563, 175.9803, 290.0, 532.0, 379.4031, 2948.83, -91.40483, 0.2780705, 0.2631706
273, -33, 5.482392, 2.307472, -381.8394, -506.7563, 175.1596, 290.0, 532.0, 379.1768, 2948.853, -91.46466, 0.2518021, 0.2731706
274, -33, 5.482392, 2.307472, -390.7632, -506.7563, 175.1596, 290.0, 516.5, 379.4647, 2957.754, -91.51034, 0.2618021, 0.2480503
275, -33, 5.269185, 2.322299, -390.7632, -506.7961, 175.1596, 297.0, 516.5, 379.4438, 2957.762, -91.52795, 0.2718021, 0.2580503
276, -33, 5.269185, 2.322299, -399.8379, -506.7961, 175.9803, 297.0, 516.5, 379.466, 2966.83, -91.52005, 0.2469996, 0.2680503
277, -33, 4.955925, 2.271047, -399.8379, -506.1711, 175.9803, 297.0, 516.5, 380.0797, 2966.81, -91.50962, 0.2569996, 0.2780503
278, -33, 4.955925, 2.271047, -408.6864, -506.1711, 175.9803, 289.0, 501.0, 380.2825, 2975.314, -91.4865, 0.2669996, 0.2517867
279, -33, 4.274324, 2.062439, -408.6864, -504.6904, 175.9803, 289.0, 501.0, 381.6981, 2975.255, -91.42633, 0.2769996, 0.2617867
280, -33, 4.274324, 2.062439, -417.566, -504.6904, 177.6166, 289.0, 501.0, 381.543, 2984.104, -91.34996, 0.2509835, 0.2717866
281, -33, 3.812102, 1.765747, -417.566, -502.8595, 177.6166, 289.0, 485.5, 383.287, 2984.586, -91.26941, 0.2609835, 0.2469877
282, -33, 3.812102, 1.765747, -426.7249, -502.8595, 177.6166, 285.0, 485.5, 383.3408, 2993.7, -91.15577, 0.2709835, 0.2569877
283, -33, 3.471289, 1.346328, -426.7249, -500.9134, 181.6875, 285.0, 485.5, 384.9622, 2993.615, -91.02001, 0.2463704, 0.2669877
284, -33, 3.471289, 1.346328, -435.569, -500.9134, 181.6875, 285.0, 485.5, 384.939, 3002.404, -90.88123, 0.2563704, 0.2769877
285, -33, 3.075359, 0.8604707, -435.569, -498.8874, 181.6875, 282.0, 470.5, 386.7951, 3002.468, -90.72246, 0.2663704, 0.2509744
286, -33, 3.60672, 0.596322, -444.3732, -498.8874, 181.6875, 282.0, 470.5, 386.6993, 3011.209, -90.56322, 0.2763704, 0.2609744
287, -33, 3.60672, 0.596322, -444.3732, -497.092, 184.9385, 282.0, 470.5, 388.1385, 3011.132, -90.39032, 0.2505022, 0.2709744
288, -33, 3.496562, 0.09870317, -454.0374, -497.092, 184.9385, 282.0, 456.0, 387.9724, 3020.39, -90.21445, 0.2605022, 0.2463634
289, -33, 3.496562, 0.09870317, -454.0374, -495.3808, 184.9385, 279.0, 456.0, 389.5241, 3020.33, -90.06461, 0.2705022, 0.2563634
290, -30.21304, 3.067604, -0.344785, -463.5465, -495.3808, 189.0197, 279.0, 456.0, 389.5543, 3029.782, -89.92287, 0.2460003, 0.2663634
291, -30.21304, 3.067604, -0.344785, -463.5465, -493.7051, 189.0197, 279.0, 456.0, 391.0721, 3029.73, -89.77432, 0.2560003, 0.2763634
292, -27.72239, 2.749153, -0.7238738, -472.7009, -493.7051, 189.0197, 279.0, 440.0, 390.8645, 3038.225, -89.64247, 0.2660003, 0.2504969
293, -27.72239, 2.749153, -0.7238738, -472.7009, -491.4043, 189.0197, 277.0, 440.0, 393.0418, 3038.199, -89.5262, 0.2760003, 0.2604969
294, -24.14014, 1.822667, -1.013223, -482.7907, -491.4043, 192.3151, 277.0, 440.0, 393.0101, 3048.246, -89.4243, 0.250219, 0.2704968
295, -24.14014, 1.822667, -1.013223, -482.7907, -489.1833, 192.3151, 277.0, 423.0, 395.1382, 3048.577, -89.33681, 0.260219, 0.2459963
296, -20.32892, 1.065716, -1.222775, -493.1155, -489.1833, 192.3151, 272.0, 423.0, 394.9145, 3058.868, -89.25844, 0.2702189, 0.2559963
297, -20.32892, 1.065716, -1.222775, -493.1155, -487.1973, 196.4915, 272.0, 423.0, 397.0412, 3058.872, -89.19964, 0.2457825, 0.2659962
298, -16.7999, 0.2692848, -1.329031, -503.5201, -487.1973, 196.4915, 272.0, 423.0, 396.8415, 3069.258, -89.15874, 0.2557825, 0.2759962
299, -16.7999, 0.2692848, -1.329031, -503.5201, -485.4816, 196.4915, 272.0, 405.5, 398.5266, 3069.176, -89.13009, 0.2657825, 0.2502159
300, -13.66675, -0.2685975, -1.367531, -513.4946, -485.4816, 196.4915, 272.0, 405.5, 398.3477, 3079.141, -89.10932, 0.2757825, 0.2602159
301, -13.66675, -0.2685975, -1.367531, -513.4946, -484.3113, 197.3358, 272.0, 405.5, 399.4911, 3079.157, -89.10489, 0.2500522, 0.2702158
302, -10.48313, -0.5572183, -1.313365, -523.7795, -484.3113, 197.3358, 272.0, 387.5, 399.356, 3089.087, -89.12412, 0.2600522, 0.2457801
303, -12.29717, -0.9564573, -1.275763, -523.7795, -483.4158, 197.3358, 272.0, 387.5, 400.2686, 3089.107, -89.14035, 0.2700522, 0.2557801
304, -12.29717, -0.9564573, -1.275763, -533.6388, -483.4158, 193.1448, 272.0, 387.5, 399.5379, 3098.975, -89.16495, 0.2456542, 0.2657801
305, -9.132731, -1.069297, -1.162233, -533.6388, -482.1701, 193.1448, 272.0, 387.5, 400.8143, 3099.005, -89.19403, 0.2556542, 0.2757801
306, -9.132731, -1.069297, -1.162233, -542.7977, -482.1701, 193.1448, 272.0, 370.5, 400.7442, 3107.596, -89.23926, 0.2656542, 0.2500504
307, -6.709312, -1.315321, -1.002767, -542.7977, -481.3898, 193.1448, 272.0, 370.5, 401.5763, 3107.626, -89.28823, 0.2756542, 0.2600503
308, -6.709312, -1.315321, -1.002767, -552.1472, -480.9244, 193.1448, 272.0, 370.5, 401.1415, 3117.003, -89.34364, 0.249954, 0.2700503
309, -3.219157, -0.8662002, -0.8180894, -552.1472, -480.9244, 193.1448, 272.0, 351.0, 401.2061, 3117.761, -89.40455, 0.259954, 0.2456528
310, -3.219157, -0.8662002, -0.8180894, -561.5366, -480.9244, 193.1448, 272.0, 351.0, 401.1868, 3127.175, -89.46452, 0.2699539, 0.2556528
311, -0.2683134, -0.7050671, -0.6347518, -561.5366, -480.5342, 195.6504, 272.0, 351.0, 401.1501, 3127.203, -89.52394, 0.2455786, 0.2656528
312, -0.2683134, -0.7050671, -0.6347518, -569.955, -480.4544, 195.6504, 272.0, 351.0, 401.2377, 3135.646, -89.58453, 0.2555786, 0.2756527
313, 2.412536, -0.7075115, -0.479482, -569.955, -480.4544, 195.6504, 272.0, 335.0, 401.2962, 3136.085, -89.63968, 0.2655786, 0.2499529
314, 2.412536, -0.7075115, -0.479482, -577.9391, -480.0643, 195.6504, 272.0, 335.0, 401.6953, 3144.089, -89.68616, 0.2755785, 0.2599529
315, 4.627626, -0.559078, -0.3274875, -577.9391, -480.0643, 195.6504, 272.0, 335.0, 401.2337, 3144.109, -89.7333, 0.2498961, 0.2699529
316, 4.627626, -0.559078, -0.3274875, -584.4869, -479.8338, 195.6504, 272.0, 319.0, 401.4984, 3151.209, -89.78564, 0.2598961, 0.2455778
317, 6.430286, -0.6680544, -0.334959, -584.4869, -479.8338, 195.6504, 272.0, 319.0, 401.4979, 3151.209, -89.7852, 0.2698961, 0.2555778
318, 7.958117, -0.725943, -0.2640788, -588.6939, -479.6786, 195.6504, 272.0, 319.0, 401.6321, 3155.414, -89.78076, 0.279896, 0.2655777
319, 6.72817, -0.2469421, -0.2110322, -588.6939, -479.6786, 193.9772, 272.0, 319.0, 400.9593, 3155.433, -89.82715, 0.2531958, 0.2755777
320, 6.72817, -0.2469421, -0.2110322, -591.7705, -479.5989, 193.9772, 272.0, 309.5, 401.0695, 3159.271, -89.86187, 0.2631958, 0.2498954
321, 7.182836, -0.3456253, -0.1267126, -591.7705, -479.5989, 193.9772, 272.0, 309.5, 401.0862, 3159.277, -89.87754, 0.2731958, 0.2598954
322, 7.182836, -0.3456253, -0.1267126, -593.3709, -479.5989, 194.8123, 272.0, 309.5, 400.5914, 3160.893, -89.91706, 0.2480697, 0.2698954
323, 7.634468, -0.08860951, -0.02927992, -593.3709, -479.5989, 194.8123, 272.0, 300.5, 400.6453, 3162.459, -89.96764, 0.2580697, 0.2455335
324, 7.634468, -0.08860951, -0.02927992, -593.526, -479.5989, 194.8123, 272.0, 300.5, 400.6593, 3162.619, -89.98084, 0.2680696, 0.2555336
325, 6.422732, -0.1389696, 0.01602703, -593.526, -479.5989, 194.8123, 272.0, 300.5, 400.664, 3162.621, -89.98527, 0.2780696, 0.2655335
326, 5.955993, 0.07913114, 0.02983941, -593.526, -479.5989, 195.6504, 272.0, 300.5, 400.3081, 3162.631, -90.01049, 0.2518015, 0.2755335
327, 5.955993, 0.07913114, 0.02983941, -593.526, -479.5989, 195.6504, 272.0, 299.0, 400.3177, 3164.18, -90.01953, 0.2618015, 0.2498616
328, 5.340351, -0.01247495, 0.008217494, -592.2404, -479.5589, 195.6504, 272.0, 299.0, 400.3491, 3162.891, -90.01169, 0.2718014, 0.2598616
329, 5.340351, -0.01247495, 0.008217494, -592.2404, -479.5589, 195.6504, 272.0, 299.0, 400.0099, 3162.888, -90.00538, 0.2469991, 0.2698616
330, 4.602524, 0.1592969, -0.06445779, -590.3696, -479.5589, 195.6504, 272.0, 301.5, 399.9859, 3162.419, -89.98193, 0.2569991, 0.2455075
331, 4.602524, 0.1592969, -0.06445779, -590.3696, -479.5589, 195.6504, 272.0, 301.5, 399.9603, 3162.409, -89.95781, 0.2669991, 0.2555075
332, 2.950478, 0.1806349, -0.1732784, -588.1885, -479.6388, 195.6504, 272.0, 301.5, 399.8528, 3160.216, -89.9288, 0.2769991, 0.2655075
333, 2.950478, 0.1806349, -0.1732784, -588.1885, -479.6388, 193.1448, 272.0, 301.5, 399.2227, 3160.199, -89.88658, 0.2509831, 0.2755075
334, 2.297504, 0.5129613, -0.2479818, -585.8878, -479.6388, 193.1448, 272.0, 307.0, 399.196, 3159.024, -89.85544, 0.2609831, 0.2498416
335, 2.297504, 0.5129613, -0.2479818, -585.8878, -479.6388, 193.1448, 272.0, 307.0, 399.1772, 3159.017, -89.83768, 0.2709831, 0.2598416
336, 0.8608083, 0.8709638, -0.2862602, -583.3564, -479.7141, 192.3151, 272.0, 307.0, 398.503, 3156.479, -89.82004, 0.2463702, 0.2698416
337, 0.8608083, 0.8709638, -0.2862602, -583.3564, -479.7141, 192.3151, 272.0, 309.5, 398.4952, 3157.46, -89.81263, 0.2563702, 0.2454921
338, 0.3057253, 1.094322, -0.2786138, -580.9403, -479.7939, 192.3151, 272.0, 309.5, 397.9449, 3155.046, -89.81764, 0.2350632, 0.2554922
339, 0.3057253, 1.094322, -0.2786138, -578.604, -479.8737, 192.3151, 272.0, 315.5, 397.8854, 3153.393, -89.83058, 0.2450633, 0.2343792
340, -0.1834265, 0.9659582, -0.2387153, -578.604, -479.8737, 192.3151, 272.0, 315.5, 397.8994, 3153.398, -89.84375, 0.2550632, 0.2443792
341, -0.1834265, 0.9659582, -0.2387153, -576.2634, -479.8737, 192.3151, 272.0, 315.5, 397.9248, 3151.065, -89.86267, 0.2650632, 0.2543792
342, -1.084053, 1.124422, -0.1873822, -576.2634, -479.8737, 192.3151, 272.0, 315.5, 397.5021, 3151.071, -89.87735, 0.2418071, 0.2643792
343, -1.084053, 1.124422, -0.1873822, -574.202, -479.8737, 192.3151, 272.0, 317.5, 397.5175, 3149.917, -89.88819, 0.2518071, 0.2412784
344, -1.54913, 1.05157, -0.1708189, -574.202, -479.8737, 192.3151, 272.0, 317.5, 397.5314, 3149.922, -89.90126, 0.2618071, 0.2512784
345, 1, 0.5312086, -0.1220735, -572.3667, -479.9092, 193.1448, 272.0, 317.5, 397.2342, 3148.095, -89.9201, 0.2392871, 0.2612783
346, 1, 0.5312086, -0.1220735, -572.3667, -479.9092, 193.1448, 272.0, 320.5, 397.2609, 3148.749, -89.94513, 0.2492871, 0.2388772
347, 3, 0.9489561, -0.04195002, -571.0057, -479.9092, 193.1448, 272.0, 320.5, 397.2904, 3147.399, -89.97254, 0.2592871, 0.2488772
348, 3, 0.9489561, -0.04195002, -571.0057, -479.9092, 193.1448, 272.0, 320.5, 397.3246, 3147.412, -90.00468, 0.2692871, 0.2588772
349, 5, 1.506877, 0.05801201, -570.1102, -479.9092, 193.9772, 272.0, 320.5, 397.1899, 3146.53, -90.03798, 0.2450653, 0.2688772
350, 6, 1.667706, 0.103249, -570.1102, -479.9092, 193.9772, 272.0, 323.5, 397.2214, 3147.026, -90.06759, 0.2550653, 0.2447496
351, 6, 1.667706, 0.103249, -569.6403, -479.9092, 193.9772, 272.0, 323.5, 397.2457, 3146.566, -90.09118, 0.2650653, 0.2547497
352, 8, 1.929849, 0.1674037, -569.6403, -479.9092, 193.9772, 272.0, 323.5, 397.1096, 3146.573, -90.10958, 0.2418087, 0.2647496
353, 8, 1.929849, 0.1674037, -569.5649, -479.9092, 193.9772, 272.0, 323.5, 397.1216, 3146.502, -90.12099, 0.2518087, 0.2747496
354, 10, 1.833665, 0.1851092, -569.5649, -479.9092, 193.9772, 272.0, 323.5, 397.1218, 3147.001, -90.12116, 0.2618087, 0.2492611
355, 10, 1.833665, 0.1851092, -569.5649, -479.9092, 193.9772, 272.0, 323.5, 397.1136, 3146.997, -90.11349, 0.2718087, 0.2592611
356, 12, 1.747499, 0.163499, -569.5649, -479.9092, 193.1448, 272.0, 323.5, 396.8644, 3146.995, -90.10702, 0.2470047, 0.2692611
