dx, heading, dist, lfm CMD, lfm POS, lfm VEL, lfm TRQ, lbm CMD, lbm POS, lbm VEL, lbm TRQ, rfm CMD, rfm POS, rfm VEL, rfm TRQ, rbm CMD, rbm POS, rbm VEL, rbm TRQ
36, -0.0, 84.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
37, -0.0, 83.5, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
38, -0.0, 83.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
39, -0.0, 83.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, -0.0, 83.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
41, -0.0, 83.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
42, -0.0, 83.0, 2.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0
43, -0.0, 83.0, 3.5, 0.0, -0.0, 0.0, 0.6, 0.0, -0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 3.4, 0.0, 0.0, 0.0
44, -0.0, 83.5, 4.5, 0.0, -0.0, 0.0, 1.6, 0.0, -0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 4.4, 0.0, 0.0, 0.0
45, -0.0, 83.0, 5.5, 0.0, -0.0, 0.0, 2.7, 0.0, -0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 5.3, 0.0, 0.0, 0.0
46, -0.0, 83.0, 6.5, 0.0, 2.3, 0.0, 3.7, 0.0, -0.0, 0.0, 3.5, 0.0, 0.0, 0.0, 6.3, 0.0, 0.0, 0.0
47, -0.0, 82.5, 7.3, 0.0, 2.3, 0.0, 4.8, 0.0, 1.6, 0.0, 4.7, 0.0, 0.0, 0.0, 7.2, 0.0, 0.0, 0.0
48, -0.0, 82.5, 8.3, 0.0, 2.3, 0.0, 5.8, 0.0, 1.6, 0.0, 5.7, 0.0, 0.0, 0.0, 8.2, 0.0, 0.0, 0.0
49, -0.0, 82.5, 9.3, 0.0, 2.3, 0.0, 6.8, 0.0, 1.6, 0.0, 6.7, 0.0, 0.0, 0.0, 9.2, 0.0, 0.0, 0.0
50, -0.0, 82.5, 10.3, 0.0, 2.3, 0.0, 7.8, 0.0, 1.6, 0.0, 7.7, 0.0, 0.0, 0.0, 10.2, 0.0, 0.0, 0.0
51, -0.0, 82.5, 11.4, 0.0, 2.3, 0.0, 8.7, 0.0, 1.6, 0.0, 8.6, 0.0, 0.0, 0.0, 11.3, 0.0, 0.0, 0.0
52, -0.0, 82.5, 12.3, 0.0, 2.3, 0.1, 9.7, 0.0, 1.6, 0.0, 9.7, 0.0, 0.0, 0.0, 12.3, 0.0, 0.0, 0.0
53, -0.0, 82.5, 13.4, 0.0, 1.6, 0.1, 10.7, 0.0, 1.6, 0.0, 10.6, 0.0, 0.0, 0.0, 13.3, 0.0, 0.0, 0.0
54, -0.0, 83.0, 14.4, 0.0, 1.6, 2.3, 11.7, 0.0, 1.6, 0.0, 11.6, 0.0, 0.0, 0.0, 14.3, 0.0, 0.0, 0.0
55, -0.0, 83.0, 15.4, 0.0, 2.3, 4.3, 12.7, 0.0, 1.5, 0.2, 12.6, 0.0, 0.0, 0.0, 15.3, 0.0, 0.0, 0.0
56, -0.0, 83.0, 16.4, 0.0, 8.2, 5.8, 13.7, 0.0, 1.5, 1.9, 13.6, 0.0, 1.7, 0.0, 16.3, 0.0, 5.0, 0.5
57, -0.0, 83.0, 17.4, 0.0, 9.1, 7.3, 14.7, 0.0, 2.1, 3.1, 14.6, 0.0, 1.7, 0.0, 17.3, 0.0, 5.7, 2.3
58, -0.0, 82.5, 18.4, 0.0, 8.2, 9.0, 15.7, 0.0, 4.1, 4.9, 15.6, 0.0, 2.9, 0.0, 18.3, 0.0, 8.0, 4.1
59, -0.0, 82.5, 19.3, 0.0, 6.0, 10.1, 16.7, 0.0, 4.1, 7.9, 16.7, 0.0, 5.4, 0.0, 19.3, 0.0, 7.9, 6.9
60, 0.0, 82.5, 20.3, 0.0, 6.0, 12.3, 17.6, 0.0, 4.1, 12.4, 17.7, 0.0, 7.6, 0.0, 20.4, 0.0, 7.9, 12.1
61, 0.0, 83.0, 21.1, 0.0, 3.8, 16.5, 18.7, 0.0, 4.1, 16.0, 18.9, 0.0, 8.0, 0.0, 21.3, 0.0, 7.9, 17.7
62, 0.1, 83.0, 22.0, 0.1, 3.2, 20.4, 19.9, 0.0, 4.6, 20.9, 20.0, 0.0, 7.0, 1.6, 22.1, 0.0, 3.1, 24.0
63, 0.1, 83.0, 23.0, 0.1, 3.1, 27.1, 20.8, 0.0, 4.5, 26.2, 21.0, 0.0, 7.0, 5.0, 23.2, 0.0, 2.9, 30.3
64, 0.0, 83.0, 24.0, 0.1, 4.2, 32.5, 21.9, 0.0, 3.7, 33.2, 22.0, 0.0, 4.3, 10.0, 24.1, 0.0, 2.5, 37.8
65, 0.1, 83.5, 24.7, 0.1, 5.4, 37.8, 23.1, 0.0, 3.5, 39.1, 23.3, 0.0, 4.3, 15.9, 24.9, 0.0, 4.1, 44.0
66, 0.1, 83.5, 25.6, 0.1, 6.8, 42.8, 24.1, 0.0, 3.9, 44.9, 24.4, 0.0, 2.6, 22.5, 25.9, 0.0, 4.1, 52.1
67, 0.1, 83.5, 26.3, 0.1, 8.0, 48.5, 24.8, 0.1, 5.9, 51.7, 25.1, 0.1, 2.6, 29.2, 26.7, 0.1, 5.3, 57.9
68, 0.2, 84.0, 26.3, 0.1, 10.2, 53.1, 24.8, 0.1, 6.1, 58.7, 25.3, 0.1, 6.7, 34.8, 26.8, 0.1, 6.1, 65.8
69, 0.2, 84.0, 25.8, 0.1, 15.3, 56.4, 24.2, 0.1, 9.4, 64.4, 24.9, 0.1, 6.5, 39.9, 26.4, 0.1, 9.0, 74.6
70, 0.2, 85.0, 25.7, 0.1, 19.7, 58.8, 24.4, 0.1, 9.7, 69.8, 25.1, 0.1, 8.7, 44.5, 26.4, 0.1, 10.5, 82.8
71, 0.3, 85.0, 24.4, 0.2, 23.2, 59.6, 23.0, 0.1, 10.7, 75.7, 23.8, 0.1, 18.2, 48.7, 25.2, 0.1, 12.8, 88.9
72, 0.3, 86.5, 24.3, 0.2, 25.9, 58.1, 23.4, 0.1, 13.9, 81.4, 24.3, 0.1, 22.3, 50.1, 25.2, 0.1, 15.3, 96.0
73, 0.3, 86.5, 23.2, 0.2, 27.8, 55.6, 22.1, 0.1, 15.9, 85.7, 23.2, 0.1, 28.1, 49.5, 24.2, 0.1, 18.5, 104.5
74, 0.4, 88.0, 23.2, 0.2, 29.1, 52.3, 22.5, 0.1, 17.2, 89.5, 23.7, 0.2, 31.6, 46.8, 24.3, 0.1, 18.9, 107.0
75, 0.4, 88.0, 20.7, 0.3, 28.3, 48.6, 19.9, 0.2, 20.2, 93.0, 21.2, 0.2, 30.9, 42.1, 22.0, 0.2, 17.5, 107.5
76, 0.5, 91.0, 20.8, 0.3, 26.9, 45.8, 20.5, 0.2, 24.1, 93.2, 21.9, 0.2, 29.3, 36.7, 22.2, 0.2, 21.1, 108.5
77, 0.5, 94.0, 18.9, 0.3, 27.8, 44.0, 18.5, 0.2, 25.5, 92.2, 20.1, 0.3, 24.8, 32.8, 20.5, 0.2, 23.5, 107.3
78, 0.5, 94.0, 19.1, 0.3, 27.7, 42.4, 19.3, 0.2, 26.8, 89.4, 21.0, 0.3, 19.9, 31.5, 20.7, 0.2, 26.6, 102.2
79, 0.6, 98.0, 15.7, 0.4, 27.3, 40.9, 15.6, 0.3, 26.0, 88.1, 17.3, 0.3, 20.4, 33.0, 17.4, 0.3, 31.2, 98.4
80, 0.6, 98.0, 16.6, 0.4, 28.4, 39.7, 16.9, 0.3, 26.4, 84.4, 18.7, 0.3, 22.2, 34.7, 18.4, 0.3, 32.5, 99.6
81, 0.6, 101.5, 12.6, 0.4, 28.5, 37.6, 12.8, 0.3, 26.5, 82.5, 14.6, 0.3, 24.3, 36.7, 14.5, 0.3, 33.6, 98.5
82, 0.6, 108.0, 13.4, 0.5, 29.4, 34.1, 13.9, 0.3, 26.9, 79.7, 15.7, 0.4, 25.6, 37.5, 15.2, 0.4, 32.9, 96.5
83, 0.6, 108.0, 10.0, 0.5, 28.2, 30.5, 10.4, 0.4, 28.5, 77.0, 12.2, 0.4, 25.7, 36.4, 11.8, 0.4, 33.7, 93.1
84, 0.6, 116.0, 10.9, 0.5, 28.2, 27.0, 11.5, 0.4, 27.8, 72.6, 13.2, 0.4, 27.0, 34.1, 12.6, 0.4, 32.6, 89.4
85, 0.5, 116.0, 6.3, 0.5, 26.6, 22.6, 6.8, 0.4, 28.1, 68.5, 8.3, 0.4, 27.0, 31.5, 7.9, 0.5, 32.5, 81.1
86, 0.5, 123.5, 7.5, 0.6, 24.7, 19.1, 8.2, 0.4, 27.6, 63.2, 9.6, 0.5, 26.8, 28.3, 8.9, 0.5, 34.2, 72.3
87, 0.4, 123.5, 3.7, 0.6, 24.5, 15.6, 4.4, 0.5, 28.0, 56.5, 5.6, 0.5, 26.7, 24.7, 4.9, 0.5, 33.4, 62.3
88, 0.3, 130.5, 5.1, 0.6, 24.9, 12.3, 5.8, 0.5, 26.5, 50.2, 6.8, 0.5, 26.0, 20.3, 6.0, 0.6, 33.3, 52.8
89, 0.2, 139.0, 0.5, 0.6, 24.8, 8.7, 1.4, 0.5, 25.0, 44.5, 2.1, 0.6, 26.3, 16.2, 1.2, 0.6, 32.7, 43.9
90, 0.2, 139.0, 2.1, 0.7, 22.1, 5.8, 3.0, 0.6, 24.1, 38.2, 3.5, 0.6, 25.1, 11.8, 2.6, 0.6, 29.8, 34.2
91, 0.1, 149.0, -2.9, 0.7, 20.0, 3.3, -2.1, 0.6, 23.7, 32.1, -1.7, 0.6, 24.2, 7.6, -2.6, 0.7, 27.8, 25.2
92, 0.1, 149.0, -1.3, 0.7, 17.8, 1.3, -0.5, 0.6, 22.5, 26.1, -0.3, 0.6, 22.3, 4.3, -1.1, 0.7, 25.6, 17.3
93, 0.0, 156.5, -5.9, 0.7, 15.3, 0.2, -4.8, 0.6, 21.3, 20.1, -4.7, 0.7, 18.1, 1.7, -5.7, 0.7, 22.8, 10.8
94, 0.0, 156.5, -4.1, 0.7, 11.9, 0.0, -3.1, 0.6, 19.1, 13.8, -3.0, 0.7, 15.8, 0.7, -4.0, 0.7, 19.6, 5.7
95, 0.0, 164.5, -8.0, 0.7, 10.1, 0.0, -7.0, 0.7, 17.2, 8.3, -6.9, 0.7, 13.7, 0.0, -7.9, 0.7, 16.0, 2.4
96, -0.1, 164.5, -6.4, 0.8, 14.2, 0.0, -5.4, 0.7, 14.4, 4.4, -5.6, 0.7, 10.7, 0.0, -6.5, 0.8, 14.0, 0.6
97, -0.2, 171.5, -9.8, 0.8, 13.8, 3.6, -8.2, 0.7, 11.3, 1.6, -8.9, 0.7, 8.7, 0.0, -10.5, 0.8, 9.5, 0.0
98, -0.4, 179.0, -7.5, 0.8, 10.2, 7.2, -6.7, 0.7, 8.7, 0.0, -7.9, 0.7, 7.7, 0.0, -8.8, 0.8, 10.4, 2.2
99, -0.5, 179.0, -10.8, 0.8, 8.1, 12.3, -9.7, 0.7, 7.5, 0.0, -11.3, 0.7, 16.0, 0.0, -12.5, 0.8, 11.0, 6.9
100, -0.6, 185.5, -9.4, 0.8, 6.6, 17.9, -8.1, 0.7, 7.5, 0.0, -10.0, 0.7, 14.6, 3.3, -11.3, 0.8, 10.2, 12.7
101, -0.7, 185.5, -11.3, 0.8, 5.5, 23.5, -10.0, 0.7, 7.5, 0.0, -12.2, 0.7, 9.7, 7.9, -13.5, 0.8, 9.0, 19.3
102, -0.7, 192.0, -9.6, 0.8, 4.1, 28.6, -9.3, 0.7, 7.5, 0.0, -11.6, 0.7, 6.6, 13.0, -11.8, 0.8, 9.0, 25.9
103, -0.6, 192.0, -10.6, 0.8, 4.1, 32.6, -10.3, 0.7, 7.5, 0.0, -12.3, 0.7, 5.5, 19.0, -12.6, 0.8, 9.0, 32.3
104, -0.6, 195.5, -9.8, 0.8, 4.1, 35.9, -9.6, 0.7, 7.5, 0.3, -11.3, 0.7, 5.5, 25.7, -11.6, 0.8, 5.3, 35.1
105, -0.5, 200.0, -10.3, 0.8, 4.1, 39.8, -10.2, 0.7, 7.2, 2.7, -11.7, 0.7, 5.5, 30.9, -11.9, 0.8, -3.3, 37.1
106, -0.4, 200.0, -9.6, 0.8, 1.7, 43.7, -9.8, 0.7, 7.2, 5.4, -11.0, 0.7, 1.6, 34.4, -10.9, 0.8, -5.3, 37.5
107, -0.3, 201.0, -9.5, 0.8, -0.0, 47.2, -9.0, 0.7, 7.2, 8.8, -10.1, 0.7, -2.0, 37.7, -10.5, 0.8, -6.8, 38.8
108, -0.3, 201.0, -10.0, 0.8, -6.0, 49.6, -9.7, 0.7, 6.0, 13.7, -10.6, 0.7, -6.3, 39.8, -10.8, 0.8, -8.4, 39.6
109, -0.2, 200.0, -9.0, 0.8, -8.3, 51.2, -8.8, 0.7, -0.0, 19.0, -9.4, 0.7, -8.0, 41.2, -9.6, 0.8, -11.5, 40.0
110, -0.1, 200.0, -8.4, 0.8, -8.9, 52.1, -9.1, 0.7, -3.8, 21.7, -9.4, 0.7, -8.8, 41.5, -8.7, 0.7, -13.2, 38.9
111, -0.0, 199.5, -6.8, 0.8, -9.5, 52.1, -7.3, 0.7, -7.0, 24.2, -7.4, 0.7, -9.6, 41.3, -7.0, 0.7, -13.8, 38.0
112, 0.0, 196.0, -7.5, 0.7, -11.1, 52.4, -8.7, 0.7, -7.0, 26.6, -8.7, 0.7, -10.8, 41.1, -7.4, 0.7, -14.2, 36.2
113, 0.1, 196.0, -5.5, 0.7, -12.7, 51.6, -6.7, 0.7, -7.5, 27.8, -6.5, 0.7, -10.0, 41.4, -5.3, 0.7, -15.0, 33.9
114, 0.1, 194.0, -5.2, 0.7, -14.3, 49.7, -7.2, 0.6, -9.0, 28.2, -6.9, 0.7, -10.2, 41.3, -4.9, 0.7, -13.9, 31.2
115, 0.1, 194.0, -4.0, 0.7, -14.4, 47.4, -5.8, 0.6, -9.2, 28.1, -5.5, 0.7, -10.6, 41.5, -3.6, 0.7, -13.9, 29.5
116, 0.1, 191.5, -3.8, 0.7, -14.1, 44.1, -6.5, 0.6, -9.7, 28.1, -6.1, 0.7, -11.0, 41.7, -3.3, 0.7, -14.0, 27.6
117, 0.2, 191.5, -1.6, 0.7, -14.6, 40.0, -4.2, 0.6, -10.7, 27.5, -3.7, 0.6, -12.3, 41.2, -1.1, 0.6, -14.1, 25.7
118, 0.2, 188.0, -2.1, 0.7, -14.9, 36.4, -4.5, 0.6, -11.3, 26.8, -3.9, 0.6, -13.2, 39.6, -1.6, 0.6, -14.6, 23.7
119, 0.2, 185.0, -0.9, 0.6, -14.7, 32.6, -3.1, 0.6, -12.0, 25.1, -2.6, 0.6, -13.6, 37.6, -0.3, 0.6, -14.2, 20.9
120, 0.2, 185.0, -1.0, 0.6, -13.4, 28.5, -3.8, 0.6, -12.6, 23.9, -3.2, 0.6, -13.2, 35.5, -0.4, 0.6, -13.2, 17.8
121, 0.2, 182.0, 1.1, 0.6, -12.4, 24.1, -0.9, 0.6, -12.3, 21.7, -0.3, 0.6, -12.6, 32.9, 1.7, 0.6, -12.9, 14.0
122, 0.2, 182.0, 0.1, 0.6, -12.4, 20.6, -2.4, 0.6, -11.6, 19.5, -1.8, 0.6, -12.2, 29.4, 0.7, 0.6, -11.6, 10.1
123, 0.2, 177.5, 2.2, 0.6, -11.3, 16.4, -0.1, 0.5, -11.9, 16.6, 0.5, 0.6, -11.7, 26.2, 2.8, 0.6, -10.6, 6.2
124, 0.2, 177.5, 1.7, 0.6, -9.1, 13.4, -0.7, 0.5, -11.3, 13.8, -0.1, 0.5, -11.7, 23.8, 2.3, 0.6, -9.0, 3.1
125, 0.2, 173.5, 3.3, 0.6, -7.1, 9.3, 1.7, 0.5, -10.1, 11.6, 2.4, 0.5, -11.6, 20.1, 3.9, 0.5, -7.4, 1.2
126, 0.2, 169.5, 2.1, 0.6, -7.1, 7.1, 0.5, 0.5, -8.7, 9.2, 1.2, 0.5, -10.0, 15.1, 2.8, 0.5, -5.9, 0.1
127, 0.3, 169.5, 4.1, 0.6, -7.1, 4.5, 2.4, 0.5, -7.7, 6.6, 3.3, 0.5, -7.9, 10.6, 4.9, 0.5, -5.9, 0.0
128, 0.3, 165.5, 3.0, 0.6, -1.4, 2.4, 2.2, 0.5, -7.7, 3.5, 3.1, 0.5, -6.0, 6.9, 3.9, 0.5, -4.3, 0.0
129, 0.3, 165.5, 4.3, 0.6, -0.0, 1.6, 3.3, 0.5, -1.7, 1.3, 4.3, 0.5, -6.0, 3.2, 5.2, 0.5, -4.3, 0.0
130, 0.3, 161.5, 3.7, 0.6, 1.3, 1.7, 2.7, 0.5, -1.7, 0.0, 3.7, 0.5, -1.6, 0.5, 4.8, 0.5, -4.3, 0.0
131, 0.4, 161.5, 3.7, 0.6, 2.4, 0.9, 2.7, 0.5, 1.3, 0.0, 3.7, 0.5, -1.6, 0.0, 4.8, 0.5, -4.3, 0.0
132, 0.4, 159.5, 1.4, 0.6, 2.4, 0.1, -0.6, 0.5, 1.2, 0.0, 0.6, 0.5, -1.6, 0.0, 2.6, 0.5, -4.3, 0.0
133, 0.4, 159.5, 3.4, 0.6, 2.4, 0.1, -0.6, 0.5, -0.0, 0.0, 0.6, 0.5, -1.6, 0.0, 4.6, 0.5, -2.7, 0.0
134, 0.4, 157.0, 5.4, 0.6, 1.3, 0.0, -0.6, 0.5, -1.8, 0.0, 0.6, 0.5, -1.6, 0.0, 6.6, 0.5, -2.2, 0.0
135, 0.4, 157.0, 7.4, 0.6, 1.3, 0.0, -0.6, 0.5, -3.6, 0.0, 0.6, 0.5, -1.6, 0.0, 8.6, 0.5, -2.2, 0.0
136, 0.4, 155.0, 9.4, 0.6, 1.3, 0.0, -0.6, 0.5, -3.6, 0.0, 0.6, 0.5, -1.3, 0.0, 10.6, 0.5, -2.2, 0.0
137, 0.4, 153.5, 10.6, 0.6, 0.8, 0.0, -1.4, 0.5, -3.6, 0.0, -0.1, 0.5, -1.3, 0.0, 11.9, 0.5, -2.2, 0.0
138, 0.4, 153.5, 11.4, 0.6, 0.8, 0.0, -2.6, 0.5, -3.6, 0.0, -1.4, 0.5, -1.3, 0.0, 12.6, 0.5, -1.7, 0.0
139, 0.4, 152.5, 12.4, 0.6, 0.8, 0.0, -3.6, 0.5, -3.6, 0.0, -2.5, 0.5, -0.8, 0.0, 13.5, 0.5, -1.7, 0.0
140, 0.4, 152.5, 13.5, 0.6, 0.5, 0.0, -4.5, 0.5, -4.1, 0.0, -3.4, 0.5, -0.8, 0.0, 14.6, 0.5, -1.7, 0.0
141, 0.4, 153.0, 14.4, 0.6, 0.5, 0.4, -5.6, 0.5, -4.1, 0.0, -4.4, 0.5, -0.8, 0.0, 15.6, 0.5, -1.7, 0.0
142, 0.4, 153.0, 15.4, 0.6, 0.5, 3.0, -6.6, 0.5, -1.1, 0.0, -5.4, 0.5, -3.1, 0.0, 16.6, 0.5, -0.9, 0.0
143, 0.4, 154.0, 16.0, 0.6, 1.7, 5.9, -8.0, 0.5, -1.1, 0.0, -6.7, 0.5, -3.1, 0.0, 17.3, 0.5, 0.0, 0.0
144, 0.5, 154.0, 17.1, 0.6, 2.0, 8.8, -8.9, 0.5, -1.1, 0.0, -7.5, 0.5, -3.1, 0.0, 18.5, 0.5, 1.1, 0.6
145, 0.5, 154.0, 17.9, 0.6, 2.6, 12.6, -10.1, 0.5, -1.1, 0.0, -8.6, 0.5, -2.4, 0.0, 19.4, 0.5, 3.2, 2.5
146, 0.5, 154.5, 19.0, 0.6, 4.3, 17.1, -11.0, 0.5, -0.0, 0.0, -9.4, 0.5, -2.4, 0.0, 20.6, 0.5, 3.2, 5.2
147, 0.6, 154.5, 20.0, 0.6, 4.4, 19.6, -12.0, 0.5, -0.0, 0.0, -10.3, 0.5, -3.0, 0.0, 21.7, 0.5, 2.4, 10.6
148, 0.6, 155.5, 21.1, 0.6, 5.6, 22.2, -12.9, 0.5, -0.0, 0.0, -11.0, 0.5, -3.0, 0.0, 23.0, 0.6, 2.8, 15.0
149, 0.7, 155.5, 22.0, 0.6, 7.5, 26.3, -14.0, 0.5, -0.0, 0.0, -12.0, 0.5, -2.1, 0.0, 24.0, 0.6, 2.7, 21.6
150, 0.7, 156.0, 23.0, 0.6, 9.9, 29.0, -15.0, 0.5, -0.6, 0.0, -12.9, 0.5, -2.5, 0.0, 25.1, 0.6, 4.3, 27.5
151, 0.7, 156.0, 23.7, 0.6, 9.0, 33.5, -16.3, 0.5, -2.2, 0.0, -14.1, 0.5, -2.6, 0.0, 25.9, 0.6, 4.9, 33.8
152, 0.8, 156.0, 24.8, 0.7, 8.4, 37.7, -17.2, 0.5, -4.1, 0.0, -14.8, 0.5, -2.8, 0.0, 27.2, 0.6, 7.0, 40.2
153, 0.8, 156.5, 25.4, 0.7, 9.7, 41.9, -18.6, 0.5, -7.9, 0.1, -16.2, 0.5, -4.9, 0.0, 27.8, 0.6, 8.7, 46.0
154, 0.8, 156.5, 26.5, 0.7, 11.4, 45.5, -19.5, 0.5, -9.5, 0.5, -17.1, 0.5, -7.6, 0.0, 28.9, 0.6, 9.6, 49.9
155, 0.8, 156.5, 26.8, 0.7, 14.6, 49.7, -21.2, 0.5, -10.2, 0.9, -18.6, 0.5, -9.1, 0.0, 29.4, 0.6, 10.6, 54.9
156, 0.8, 156.5, 27.9, 0.7, 15.6, 53.1, -22.1, 0.5, -9.7, 3.0, -19.6, 0.5, -10.2, 0.0, 30.4, 0.6, 14.4, 59.5
157, 0.8, 158.0, 27.8, 0.7, 14.9, 56.5, -24.2, 0.5, -5.7, 6.1, -21.8, 0.4, -11.0, 0.0, 30.2, 0.6, 18.1, 64.2
158, 0.7, 158.5, 29.0, 0.7, 17.3, 59.6, -25.0, 0.5, -5.0, 10.2, -22.8, 0.4, -10.1, 0.0, 31.2, 0.7, 20.2, 67.1
159, 0.7, 158.5, 28.8, 0.8, 20.0, 61.9, -27.2, 0.4, -6.5, 14.7, -25.1, 0.4, -8.4, 1.4, 30.9, 0.7, 23.0, 69.0
160, 0.6, 159.0, 29.8, 0.8, 22.4, 63.6, -28.2, 0.4, -8.0, 20.4, -26.3, 0.4, -6.9, 3.8, 31.7, 0.7, 25.4, 70.9
161, 0.5, 159.0, 29.7, 0.8, 25.1, 65.1, -30.3, 0.4, -11.0, 24.9, -28.7, 0.4, -6.0, 7.5, 31.3, 0.7, 28.9, 70.4
162, 0.4, 161.0, 30.8, 0.8, 25.2, 65.5, -31.2, 0.4, -11.4, 28.3, -29.8, 0.4, -6.5, 12.5, 32.2, 0.8, 29.3, 68.4
163, 0.4, 161.0, 30.3, 0.9, 26.0, 65.1, -33.7, 0.4, -12.7, 31.9, -32.5, 0.4, -10.4, 18.0, 31.5, 0.8, 30.6, 65.8
164, 0.3, 162.5, 31.5, 0.9, 27.9, 65.0, -34.5, 0.4, -13.8, 35.8, -33.6, 0.4, -12.1, 22.9, 32.4, 0.8, 33.4, 63.3
165, 0.2, 165.5, 31.5, 0.9, 28.7, 63.7, -36.5, 0.4, -16.2, 39.5, -35.8, 0.4, -14.7, 27.6, 32.2, 0.9, 36.1, 60.4
166, 0.1, 165.5, 32.8, 0.9, 31.5, 62.1, -37.2, 0.4, -18.2, 43.9, -36.9, 0.4, -17.1, 31.2, 33.1, 0.9, 38.3, 56.5
167, 0.0, 167.5, 32.3, 1.0, 32.3, 59.6, -39.7, 0.3, -19.0, 48.5, -39.7, 0.3, -19.6, 33.8, 32.3, 0.9, 37.2, 52.1
168, -0.1, 167.5, 33.7, 1.0, 33.2, 57.3, -40.3, 0.3, -22.0, 52.3, -40.5, 0.3, -21.9, 36.3, 33.5, 1.0, 36.9, 47.5
169, -0.2, 171.5, 33.3, 1.0, 34.8, 53.7, -42.7, 0.3, -26.0, 55.3, -43.2, 0.3, -22.6, 38.7, 32.8, 1.0, 37.7, 42.5
170, -0.2, 171.5, 34.7, 1.1, 34.4, 51.0, -43.3, 0.3, -28.9, 57.7, -44.1, 0.3, -24.2, 40.9, 33.9, 1.1, 37.8, 37.8
171, -0.3, 175.0, 33.8, 1.1, 36.0, 47.4, -46.2, 0.2, -31.1, 59.3, -47.2, 0.2, -26.0, 43.7, 32.8, 1.1, 39.1, 33.3
172, -0.4, 178.5, 35.3, 1.2, 38.0, 43.8, -46.7, 0.2, -31.3, 60.7, -47.8, 0.2, -28.5, 46.3, 34.2, 1.1, 39.1, 29.1
173, -0.4, 178.5, 34.6, 1.2, 37.4, 39.8, -49.4, 0.2, -32.6, 61.7, -50.7, 0.2, -30.6, 48.4, 33.3, 1.2, 38.7, 25.9
174, -0.4, 180.5, 36.2, 1.2, 36.1, 36.3, -49.8, 0.1, -33.4, 62.1, -51.2, 0.1, -33.8, 49.9, 34.8, 1.2, 38.0, 22.6
175, -0.5, 180.5, 35.9, 1.3, 37.2, 33.0, -52.1, 0.1, -36.7, 62.8, -53.6, 0.1, -37.4, 51.0, 34.4, 1.2, 37.7, 19.5
176, -0.5, 183.0, 37.5, 1.3, 39.3, 30.1, -52.5, 0.1, -39.1, 62.5, -54.1, 0.1, -39.5, 52.2, 35.9, 1.3, 36.0, 16.4
177, -0.5, 183.0, 37.5, 1.3, 39.2, 27.6, -54.5, 0.0, -40.8, 62.2, -56.1, 0.0, -40.5, 52.3, 35.9, 1.3, 35.7, 14.3
178, -0.5, 185.0, 39.0, 1.4, 38.9, 24.9, -55.0, -0.0, -41.2, 62.2, -56.5, -0.0, -41.7, 52.4, 37.5, 1.4, 35.3, 12.3
179, -0.5, 186.5, 39.6, 1.4, 37.4, 22.4, -56.4, -0.1, -43.1, 61.8, -57.9, -0.1, -44.4, 52.7, 38.1, 1.4, 36.3, 11.0
180, -0.5, 186.5, 41.1, 1.5, 38.9, 19.6, -56.9, -0.1, -45.0, 61.7, -58.3, -0.1, -45.8, 53.4, 39.7, 1.4, 36.2, 10.0
181, -0.4, 190.0, 42.0, 1.5, 39.7, 17.0, -58.0, -0.2, -47.2, 62.3, -59.2, -0.2, -46.2, 53.5, 40.8, 1.5, 35.1, 9.3
182, -0.4, 190.0, 43.1, 1.5, 39.1, 14.8, -58.9, -0.2, -47.9, 63.4, -60.1, -0.2, -49.5, 54.4, 41.9, 1.5, 35.1, 8.7
183, -0.3, 189.5, 44.3, 1.6, 38.3, 13.3, -59.7, -0.3, -48.4, 64.4, -60.8, -0.3, -52.1, 56.0, 43.2, 1.5, 36.8, 8.2
184, -0.3, 189.5, 45.5, 1.6, 36.7, 12.4, -60.5, -0.3, -48.2, 66.2, -61.4, -0.3, -54.4, 57.4, 44.6, 1.6, 37.0, 7.8
185, -0.3, 189.5, 46.7, 1.7, 38.0, 11.7, -61.3, -0.4, -51.0, 68.0, -62.1, -0.4, -54.9, 57.7, 45.9, 1.6, 36.5, 7.2
