dx, heading, dist, lfm CMD, lfm POS, lfm VEL, lfm TRQ, lbm CMD, lbm POS, lbm VEL, lbm TRQ, rfm CMD, rfm POS, rfm VEL, rfm TRQ, rbm CMD, rbm POS, rbm VEL, rbm TRQ
186, -0.2, 189.5, 47.7, 1.7, 37.0, 12.0, -62.3, -0.4, -54.9, 69.1, -63.0, -0.4, -56.2, 57.6, 47.0, 1.6, 35.3, 7.0
187, -0.2, 189.5, 49.4, 1.7, 37.4, 12.5, -62.6, -0.5, -54.4, 70.7, -63.2, -0.5, -54.9, 57.2, 48.8, 1.7, 35.4, 7.1
188, -0.2, 189.5, 50.4, 1.8, 36.8, 13.7, -63.6, -0.5, -56.5, 71.3, -64.1, -0.5, -56.7, 56.2, 49.9, 1.7, 35.9, 7.8
189, -0.1, 185.5, 52.5, 1.8, 38.2, 15.5, -63.5, -0.6, -60.3, 70.6, -64.0, -0.6, -61.1, 55.5, 52.0, 1.8, 36.3, 9.0
190, -0.1, 184.5, 53.4, 1.8, 41.8, 17.6, -64.6, -0.6, -59.7, 68.9, -64.9, -0.6, -60.3, 55.3, 53.1, 1.8, 37.8, 11.1
191, -0.1, 184.5, 55.5, 1.9, 38.4, 19.6, -64.5, -0.7, -57.7, 67.8, -64.7, -0.7, -60.9, 55.5, 55.3, 1.8, 38.7, 12.9
192, -0.0, 183.5, 56.3, 1.9, 39.5, 22.8, -65.7, -0.8, -61.0, 68.2, -65.8, -0.8, -66.2, 55.1, 56.2, 1.9, 38.6, 15.8
193, -0.0, 183.5, 58.3, 2.0, 41.8, 25.7, -65.7, -0.8, -60.6, 67.6, -65.8, -0.8, -64.8, 54.0, 58.2, 1.9, 39.5, 19.0
194, -0.0, 181.5, 59.1, 2.0, 42.4, 28.6, -66.9, -0.9, -60.0, 67.7, -67.0, -0.9, -63.0, 51.7, 59.0, 1.9, 38.8, 22.0
195, 0.0, 181.5, 60.9, 2.0, 43.1, 31.2, -67.1, -0.9, -62.7, 68.8, -67.0, -1.0, -62.0, 49.4, 61.0, 2.0, 40.9, 25.4
196, 0.0, 186.0, 57.7, 2.1, 44.8, 34.4, -64.4, -1.0, -66.1, 68.9, -64.3, -1.0, -65.9, 46.9, 57.8, 2.0, 44.0, 28.5
197, 0.0, 186.0, 60.2, 2.1, 46.4, 37.1, -66.3, -1.1, -66.5, 66.2, -66.2, -1.1, -71.2, 43.7, 60.3, 2.1, 46.4, 31.5
198, 0.0, 186.0, 52.2, 2.2, 48.0, 39.8, -58.7, -1.1, -65.1, 63.0, -58.6, -1.2, -72.7, 40.2, 52.2, 2.1, 47.7, 34.5
199, 0.0, 183.5, 56.0, 2.2, 48.0, 43.8, -60.1, -1.2, -65.4, 60.3, -60.1, -1.2, -74.4, 35.8, 56.1, 2.2, 49.1, 37.9
200, -0.0, 183.5, 47.2, 2.3, 47.7, 49.1, -52.9, -1.3, -67.7, 56.6, -53.0, -1.3, -74.9, 30.7, 47.1, 2.2, 51.0, 40.7
201, -0.1, 174.5, 50.5, 2.3, 49.3, 55.5, -54.5, -1.3, -66.5, 52.8, -54.7, -1.4, -68.0, 25.3, 50.3, 2.3, 50.7, 44.1
202, -0.1, 174.5, 42.9, 2.4, 52.8, 61.5, -47.3, -1.4, -66.4, 50.7, -47.5, -1.5, -66.9, 20.7, 42.6, 2.3, 52.4, 48.2
203, -0.1, 162.5, 47.5, 2.4, 56.0, 66.8, -48.6, -1.5, -65.7, 49.3, -49.0, -1.5, -64.4, 17.3, 47.1, 2.4, 52.8, 52.1
204, -0.2, 161.5, 40.4, 2.5, 56.9, 71.0, -40.5, -1.5, -69.6, 46.3, -41.1, -1.6, -65.0, 15.8, 39.8, 2.4, 55.1, 55.4
205, -0.3, 161.5, 44.9, 2.6, 59.4, 71.9, -41.1, -1.6, -68.6, 41.7, -41.9, -1.7, -63.5, 15.3, 44.1, 2.5, 59.8, 58.1
206, -0.3, 161.0, 36.8, 2.6, 58.9, 69.4, -34.0, -1.7, -66.2, 38.4, -35.0, -1.7, -63.9, 14.5, 35.8, 2.5, 59.8, 57.3
207, -0.4, 161.0, 41.0, 2.7, 57.5, 65.2, -35.0, -1.8, -67.3, 33.3, -36.2, -1.8, -64.5, 13.5, 39.8, 2.6, 59.2, 55.0
208, -0.5, 158.5, 32.2, 2.7, 57.2, 60.0, -27.1, -1.8, -65.2, 28.1, -28.7, -1.8, -61.7, 11.9, 30.7, 2.7, 59.2, 50.6
209, -0.6, 158.5, 36.1, 2.8, 55.6, 52.1, -28.6, -1.9, -63.3, 23.4, -30.4, -1.9, -61.5, 9.1, 34.3, 2.7, 59.6, 44.1
210, -0.7, 156.5, 28.0, 2.8, 57.3, 45.4, -21.4, -2.0, -61.8, 18.3, -23.4, -2.0, -58.9, 5.8, 26.0, 2.8, 58.3, 36.3
211, -0.8, 156.5, 31.7, 2.9, 55.6, 39.1, -23.1, -2.0, -60.3, 13.2, -25.4, -2.0, -55.1, 3.2, 29.4, 2.8, 55.0, 29.9
212, -0.8, 156.5, 22.3, 3.0, 54.1, 32.8, -14.4, -2.1, -58.4, 9.0, -17.0, -2.1, -52.4, 1.0, 19.8, 2.9, 54.4, 23.7
213, -0.9, 152.5, 25.6, 3.0, 53.7, 25.5, -16.5, -2.1, -52.3, 5.1, -19.3, -2.1, -48.2, 0.0, 22.9, 2.9, 53.3, 17.2
214, -0.9, 152.5, 17.4, 3.1, 52.7, 19.6, -7.7, -2.2, -49.2, 2.1, -10.6, -2.2, -44.7, 0.0, 14.5, 3.0, 53.4, 11.4
215, -1.0, 153.5, 20.5, 3.1, 49.9, 13.1, -10.4, -2.2, -46.9, 0.0, -13.5, -2.2, -41.3, 0.0, 17.4, 3.0, 49.4, 6.8
216, -1.6, 153.5, 13.0, 3.2, 46.4, 7.6, -2.7, -2.3, -41.7, 0.0, -7.5, -2.3, -38.0, 0.0, 8.2, 3.1, 45.5, 3.2
217, -1.7, 153.5, 16.0, 3.2, 42.4, 3.4, -4.8, -2.3, -33.1, 0.0, -10.0, -2.3, -34.6, 0.0, 10.8, 3.1, 38.1, 0.6
218, -1.8, 150.5, 8.2, 3.2, 38.5, 0.6, 3.5, -2.3, -29.6, 0.0, -1.9, -2.3, -34.7, 0.0, 2.8, 3.2, 35.8, 0.0
219, -1.9, 150.5, 11.2, 3.3, 33.3, 0.0, 0.7, -2.4, -29.6, 0.0, -5.1, -2.3, -32.1, 0.0, 5.3, 3.2, 39.4, 0.0
220, -2.0, 150.5, 4.8, 3.3, 28.6, 0.0, 6.9, -2.4, -25.2, 0.0, 0.8, -2.4, -27.7, 0.0, -1.3, 3.3, 42.3, 0.0
221, -2.0, 149.5, 7.3, 3.3, 24.4, 0.0, 4.0, -2.4, -20.2, 0.0, -2.0, -2.4, -25.4, 0.0, 1.3, 3.3, 34.7, 0.0
222, -1.9, 150.5, 1.7, 3.4, 25.8, 0.0, 10.8, -2.4, -14.0, 0.0, 4.9, -2.4, -22.5, 0.0, -4.2, 3.3, 30.5, 7.5
223, -2.0, 150.5, 4.2, 3.4, 25.3, 0.0, 8.0, -2.4, -9.1, 0.0, 1.9, -2.5, -20.1, 2.6, -1.9, 3.3, 25.0, 17.5
224, -2.0, 151.5, -0.4, 3.4, 23.5, 0.0, 12.4, -2.4, -9.1, 0.0, 6.2, -2.5, -18.2, 8.2, -6.6, 3.4, 21.5, 27.5
225, -2.1, 152.0, 2.5, 3.4, 19.4, 1.2, 10.6, -2.4, -9.1, 0.0, 4.1, -2.5, -15.4, 14.9, -4.0, 3.4, 16.4, 39.9
226, -2.2, 152.0, -0.7, 3.4, 14.5, 4.2, 13.5, -2.4, -9.1, 0.0, 6.7, -2.5, -13.4, 22.6, -7.5, 3.4, 12.4, 52.1
227, -2.4, 152.0, 0.7, 3.4, 10.7, 7.8, 12.5, -2.4, -8.7, 0.0, 5.3, -2.5, -10.7, 30.2, -6.5, 3.4, 10.8, 58.6
228, -2.5, 152.5, -1.0, 3.5, 8.5, 11.3, 14.4, -2.4, -8.7, 0.0, 6.8, -2.5, -7.0, 36.5, -8.7, 3.4, 10.1, 63.1
229, -2.6, 154.0, 1.2, 3.5, 6.1, 13.9, 13.4, -2.4, 1.1, 0.0, 5.3, -2.5, -7.0, 39.6, -6.8, 3.4, 7.9, 66.8
230, -2.8, 154.0, 1.0, 3.5, 6.1, 16.4, 13.9, -2.4, 2.8, 0.1, 5.5, -2.5, -7.0, 41.4, -7.5, 3.4, 7.9, 69.8
231, -2.9, 154.0, 1.7, 3.5, 1.8, 15.0, 13.5, -2.4, 5.3, 1.0, 4.8, -2.5, -7.0, 42.7, -7.1, 3.4, 7.9, 72.7
232, -2.9, 155.5, 2.9, 3.4, -0.0, 11.3, 13.2, -2.4, 7.8, 1.8, 4.3, -2.5, -7.0, 43.5, -6.1, 3.4, 7.6, 76.1
233, -2.9, 155.5, 3.7, 3.4, -0.0, 7.5, 12.3, -2.4, 8.4, 3.2, 3.3, -2.5, -1.3, 44.2, -5.3, 3.4, 7.6, 77.6
234, -2.9, 155.5, 4.0, 3.4, -0.0, 4.6, 12.1, -2.4, 7.3, 5.5, 3.1, -2.5, 1.3, 44.4, -5.0, 3.4, -5.1, 77.4
235, -2.9, 154.5, 4.4, 3.4, -1.6, 2.1, 11.3, -2.4, 6.6, 8.1, 2.5, -2.5, 3.9, 43.3, -4.4, 3.4, -9.6, 76.0
236, -2.8, 154.0, 4.4, 3.4, -2.9, 0.0, 11.3, -2.4, 9.2, 8.6, 2.5, -2.5, 6.0, 40.8, -4.4, 3.4, -10.5, 75.1
237, -2.7, 154.0, 6.1, 3.4, -2.9, 0.0, 4.1, -2.4, 11.4, 10.0, -4.1, -2.5, 10.5, 37.8, -2.1, 3.4, -14.5, 71.2
238, -2.5, 153.0, 7.9, 3.4, -2.9, 0.0, 3.9, -2.4, 10.6, 9.4, -3.9, -2.5, 11.0, 33.3, 0.1, 3.4, -13.7, 62.2
239, -2.4, 151.5, 9.6, 3.4, -3.7, 0.0, 3.7, -2.4, 6.9, 7.7, -3.6, -2.5, 11.0, 28.0, 2.3, 3.4, -7.8, 52.4
240, -2.3, 151.5, 11.4, 3.4, -3.7, 0.0, 3.5, -2.4, 3.9, 5.1, -3.4, -2.5, 11.0, 19.6, 4.5, 3.4, -7.8, 42.9
241, -2.2, 151.5, 11.9, 3.4, -3.7, 0.0, 4.7, -2.4, 3.9, 2.6, -1.9, -2.5, 11.0, 12.0, 5.3, 3.4, -7.8, 33.6
242, -2.0, 151.5, 13.7, 3.4, -5.6, 0.0, 4.6, -2.4, 3.9, 0.6, -1.7, -2.5, 11.0, 5.7, 7.4, 3.4, -7.0, 19.9
243, -2.0, 150.0, 14.3, 3.4, -5.6, 0.0, 5.7, -2.4, 3.9, 0.0, -0.3, -2.5, 11.0, 0.0, 8.3, 3.4, -7.0, 7.4
244, -1.9, 150.0, 15.9, 3.4, -5.6, 0.6, 5.9, -2.4, 3.9, 0.0, 0.1, -2.5, 2.9, 0.0, 10.1, 3.4, -4.7, 0.0
245, -1.8, 150.0, 16.2, 3.4, -2.8, 3.5, 7.4, -2.4, 3.3, 0.0, 1.8, -2.5, -1.9, 0.0, 10.6, 3.4, -4.2, 0.0
246, -1.8, 150.0, 17.3, 3.4, -2.8, 6.9, 8.1, -2.4, 3.3, 0.0, 2.7, -2.5, -1.9, 0.0, 11.9, 3.4, -4.2, 0.0
247, -1.7, 148.5, 18.0, 3.4, -2.8, 10.9, 9.2, -2.4, 3.3, 0.0, 4.0, -2.5, -1.9, 0.0, 12.8, 3.3, -3.2, 0.0
248, -1.7, 148.5, 18.6, 3.4, 1.1, 15.4, 10.5, -2.4, 2.5, 0.0, 5.4, -2.5, -1.9, 0.0, 13.5, 3.3, -3.2, 0.0
249, -1.7, 148.0, 19.5, 3.4, 1.8, 20.9, 11.6, -2.4, 2.5, 0.0, 6.5, -2.5, -1.9, 0.0, 14.4, 3.3, -3.2, 1.1
250, -1.6, 148.0, 20.4, 3.5, 2.7, 24.0, 12.6, -2.4, 3.2, 0.0, 7.6, -2.5, -4.4, 0.0, 15.4, 3.3, -3.2, 3.5
251, -1.6, 148.0, 21.2, 3.5, 6.5, 27.5, 13.6, -2.3, 3.8, 0.1, 8.8, -2.5, -4.4, 0.0, 16.4, 3.4, -1.3, 6.9
252, -1.5, 148.0, 21.8, 3.5, 8.6, 31.2, 14.9, -2.3, 5.6, 0.6, 10.2, -2.5, -4.4, 0.0, 17.1, 3.4, -1.3, 10.6
253, -1.5, 148.0, 22.7, 3.5, 9.4, 34.6, 15.8, -2.3, 8.5, 0.6, 11.3, -2.5, -4.4, 0.0, 18.2, 3.4, 4.4, 14.6
254, -1.4, 148.5, 22.8, 3.5, 9.5, 38.4, 17.5, -2.3, 9.4, 0.6, 13.2, -2.5, -3.5, 0.0, 18.5, 3.4, 4.7, 18.6
255, -1.3, 148.5, 23.7, 3.5, 10.4, 42.1, 18.4, -2.3, 9.5, 1.1, 14.3, -2.5, -3.3, 0.0, 19.6, 3.4, 6.6, 22.0
256, -1.3, 149.5, 23.7, 3.5, 11.7, 45.2, 20.1, -2.3, 8.3, 3.6, 16.3, -2.5, -3.3, 0.0, 19.9, 3.4, 6.0, 25.9
257, -1.2, 149.0, 24.6, 3.5, 14.5, 48.7, 21.0, -2.3, 5.2, 6.5, 17.4, -2.5, -3.3, 0.7, 21.0, 3.4, 5.8, 29.1
258, -1.0, 149.0, 24.4, 3.5, 15.1, 52.5, 22.8, -2.3, 4.0, 9.8, 19.6, -2.5, -3.3, 2.6, 21.2, 3.4, 5.4, 32.8
259, -0.9, 150.5, 25.0, 3.6, 15.5, 55.6, 23.7, -2.3, 5.7, 13.8, 21.0, -2.5, -3.3, 5.0, 22.3, 3.4, 7.2, 37.7
260, -0.7, 150.5, 24.8, 3.6, 18.6, 58.1, 25.5, -2.3, 8.1, 18.5, 23.2, -2.5, -3.3, 8.4, 22.5, 3.4, 8.1, 42.0
261, -0.6, 151.5, 25.6, 3.6, 22.1, 59.5, 26.2, -2.3, 9.6, 22.0, 24.4, -2.5, -0.7, 12.8, 23.8, 3.4, 9.7, 46.9
262, -0.4, 151.5, 25.0, 3.6, 23.5, 59.3, 28.3, -2.3, 9.3, 25.5, 27.0, -2.5, 0.8, 17.4, 23.7, 3.4, 11.9, 51.3
263, -0.2, 154.5, 25.5, 3.6, 25.9, 58.3, 29.1, -2.3, 8.9, 29.4, 28.5, -2.5, 6.6, 21.3, 24.9, 3.4, 12.0, 55.6
264, 0.0, 155.0, 24.6, 3.7, 28.0, 56.0, 31.4, -2.3, 10.4, 34.3, 31.4, -2.4, 14.4, 23.9, 24.6, 3.5, 13.2, 59.2
265, 0.3, 155.0, 25.3, 3.7, 29.5, 53.2, 31.9, -2.2, 12.8, 39.4, 32.7, -2.4, 18.0, 25.0, 26.1, 3.5, 14.7, 63.4
266, 0.5, 155.0, 24.3, 3.7, 30.3, 49.4, 34.2, -2.2, 13.2, 45.2, 35.7, -2.4, 20.7, 25.1, 25.8, 3.5, 14.7, 66.1
267, 0.8, 158.5, 24.9, 3.8, 30.4, 46.1, 34.6, -2.2, 13.8, 50.6, 37.1, -2.4, 21.8, 23.9, 27.4, 3.5, 14.8, 68.7
268, 1.1, 159.5, 23.5, 3.8, 31.5, 41.9, 37.2, -2.2, 16.8, 55.2, 40.5, -2.4, 21.2, 22.2, 26.8, 3.5, 17.0, 72.3
269, 1.4, 159.5, 24.3, 3.8, 31.9, 37.4, 37.5, -2.2, 18.6, 60.0, 41.7, -2.3, 23.2, 21.5, 28.5, 3.5, 18.2, 75.8
270, 1.6, 164.5, 22.7, 3.9, 32.1, 32.9, 40.3, -2.2, 19.7, 65.3, 45.3, -2.3, 23.9, 21.4, 27.7, 3.6, 18.4, 78.5
271, 1.9, 167.0, 23.6, 3.9, 33.2, 27.9, 40.6, -2.1, 25.6, 68.9, 46.4, -2.3, 24.6, 21.7, 29.4, 3.6, 20.6, 81.4
272, 2.1, 167.0, 22.1, 3.9, 32.4, 23.2, 43.4, -2.1, 29.5, 71.3, 49.9, -2.3, 25.1, 23.6, 28.6, 3.6, 23.5, 85.2
273, 2.3, 167.0, 23.2, 4.0, 31.4, 19.1, 43.7, -2.1, 32.5, 73.0, 50.8, -2.2, 29.2, 25.8, 30.3, 3.6, 27.5, 87.2
274, 2.5, 173.0, 22.0, 4.0, 31.4, 15.2, 46.4, -2.0, 31.7, 73.4, 54.0, -2.2, 33.7, 26.9, 29.6, 3.7, 30.0, 85.8
275, 2.7, 177.0, 23.2, 4.0, 30.8, 11.3, 46.6, -2.0, 30.0, 73.6, 54.8, -2.2, 36.7, 27.6, 31.4, 3.7, 29.3, 84.7
276, 2.8, 177.0, 22.3, 4.1, 29.6, 7.9, 49.2, -2.0, 31.3, 73.8, 57.7, -2.1, 38.3, 28.4, 30.8, 3.7, 28.9, 83.2
277, 2.9, 182.5, 23.8, 4.1, 27.8, 4.8, 49.3, -1.9, 37.3, 75.7, 58.2, -2.1, 40.9, 28.2, 32.7, 3.7, 30.2, 81.2
278, 3.0, 187.0, 23.2, 4.1, 27.0, 2.3, 51.7, -1.9, 43.6, 77.3, 60.8, -2.0, 42.0, 27.3, 32.3, 3.8, 30.7, 78.3
279, 3.0, 187.0, 24.9, 4.1, 25.4, 0.3, 51.9, -1.9, 49.4, 76.9, 61.1, -2.0, 44.7, 27.5, 34.1, 3.8, 32.8, 75.8
280, 3.0, 187.0, 25.2, 4.2, 23.5, 0.0, 53.8, -1.8, 49.1, 74.2, 62.8, -2.0, 46.6, 27.8, 34.2, 3.8, 36.8, 73.8
281, 2.9, 194.0, 26.9, 4.2, 22.4, 0.0, 54.2, -1.8, 45.7, 71.2, 63.1, -1.9, 47.3, 28.3, 35.8, 3.9, 38.5, 70.7
282, 2.8, 199.5, 27.0, 4.2, 22.2, 0.0, 56.3, -1.7, 42.0, 68.4, 65.0, -1.9, 50.1, 28.7, 35.7, 3.9, 37.4, 65.4
283, 2.7, 199.5, 28.8, 4.2, 21.5, 0.0, 56.8, -1.7, 43.8, 66.3, 65.2, -1.8, 53.6, 29.1, 37.2, 4.0, 35.7, 60.2
284, 2.6, 207.0, 25.6, 4.2, 21.9, 0.3, 54.1, -1.6, 51.2, 64.6, 62.0, -1.8, 58.1, 28.8, 33.5, 4.0, 37.8, 55.8
285, 2.4, 214.0, 27.9, 4.3, 24.0, 1.4, 55.3, -1.6, 55.8, 64.1, 62.7, -1.7, 55.8, 28.4, 35.4, 4.0, 38.0, 51.2
286, 2.3, 214.0, 23.7, 4.3, 24.9, 2.4, 51.7, -1.5, 55.2, 63.3, 58.5, -1.6, 54.9, 28.8, 30.6, 4.1, 38.2, 46.9
287, 2.0, 214.0, 25.9, 4.3, 24.6, 3.0, 53.0, -1.5, 53.8, 60.4, 59.2, -1.6, 57.8, 29.8, 32.1, 4.1, 39.5, 43.1
288, 1.8, 219.5, 21.5, 4.3, 24.4, 3.4, 49.2, -1.4, 54.6, 56.9, 54.7, -1.5, 61.6, 31.1, 27.0, 4.1, 39.8, 39.5
289, 1.6, 225.5, 24.3, 4.4, 24.1, 3.2, 51.1, -1.3, 54.6, 53.3, 55.9, -1.5, 60.5, 31.9, 29.1, 4.2, 39.9, 35.5
290, 1.3, 225.5, 20.6, 4.4, 25.7, 2.7, 47.5, -1.3, 53.9, 51.5, 51.5, -1.4, 63.7, 33.6, 24.6, 4.2, 39.3, 31.8
291, 1.1, 231.5, 22.6, 4.4, 25.5, 2.1, 49.3, -1.2, 52.8, 51.9, 52.5, -1.3, 62.9, 34.3, 25.8, 4.3, 36.9, 28.8
292, 0.8, 241.5, 19.3, 4.4, 25.5, 2.2, 45.8, -1.2, 51.2, 53.6, 48.3, -1.3, 59.0, 34.0, 21.7, 4.3, 35.1, 26.3
293, 0.6, 241.5, 21.4, 4.5, 25.8, 2.4, 47.4, -1.1, 50.4, 53.9, 49.1, -1.2, 57.3, 33.5, 23.1, 4.3, 37.7, 24.5
