idx, fwd, side, left, right, back, X, Y, THETA, Pxx, Pyy
226, -494.7606, 1322.602, 9999.0, 519.0, 277.5, 372.328, 2695.514, 391.217, 0.3950284, 0.3465755
227, -500.8745, 1322.602, 9999.0, 519.0, 277.5, 379.5874, 2692.906, 393.4931, 0.346818, 0.3665755
228, -500.8745, 1322.602, 9999.0, 519.0, 277.5, 379.5874, 2692.906, 393.4931, 0.346818, 0.3665755
229, -514.1053, 1352.963, 9999.0, 408.0, 317.0, 388.4528, 2741.42, 400.3564, 0.3027964, 0.316906
230, -514.1053, 1352.963, 9999.0, 408.0, 317.0, 390.954, 2740.286, 402.6573, 0.3227964, 0.3369059
231, -520.3446, 1367.893, 9999.0, 311.0, 317.0, 388.6876, 2793.208, 404.9493, 0.3327964, 0.2956283
232, -520.3446, 1367.893, 9999.0, 311.0, 348.0, 391.2329, 2486.043, 407.2164, 0.3327964, 0.2956283
233, -526.5841, 1382.586, 9999.0, 311.0, 348.0, 388.9555, 2486.651, 409.4994, 0.3527963, 0.275115
234, -526.5841, 1382.586, 9999.0, 311.0, 348.0, 391.5909, 2485.932, 411.7881, 0.3627963, 0.285115
235, -532.5866, 1396.666, 9999.0, 250.0, 356.5, 389.4483, 2229.686, 414.0476, 0.3627963, 0.285115
236, -532.5866, 1396.666, 9999.0, 250.0, 356.5, 400.9048, 2229.182, 416.3076, 0.3242253, 0.2671679
237, -538.8259, 1411.596, 9999.0, 250.0, 356.5, 398.4869, 2229.462, 418.5838, 0.3342253, 0.2771679
238, -538.8259, 1411.596, 9999.0, 212.0, 356.5, 402.0983, 2229.17, 420.8439, 0.3342253, 0.2771679
239, -545.0652, 1426.164, 9999.0, 212.0, 487.5, 399.7283, 2021.235, 423.0854, 0.3036793, 0.2587254
240, -545.0652, 1426.164, 9999.0, 212.0, 487.5, 402.4263, 2021.154, 425.3469, 0.3136793, 0.2687254
241, -550.455, 1442.556, 9999.0, 212.0, 487.5, 399.6407, 2021.473, 427.6081, 0.3236793, 0.2787254
242, -550.455, 1442.556, 9999.0, 212.0, 487.5, 399.6407, 2021.473, 427.6081, 0.3236793, 0.2787254
243, -555.3574, 1457.987, 9999.0, 191.0, 514.0, 397.6026, 1848.48, 432.1239, 0.2959684, 0.2623024
244, -555.3574, 1457.987, 9999.0, 191.0, 514.0, 400.299, 1848.828, 434.4017, 0.3059684, 0.2723023
245, -560.1205, 1474.393, 9999.0, 170.0, 514.0, 393.1547, 1848.899, 436.6526, 0.2728607, 0.2823023
246, -560.1205, 1474.393, 9999.0, 170.0, 827.0, 395.8106, 1736.165, 438.9264, 0.2828607, 0.2550295
247, -564.8974, 1490.424, 9999.0, 170.0, 827.0, 393.2176, 1736.009, 441.23, 0.2828607, 0.2550295
248, -564.8974, 1490.424, 9999.0, 170.0, 827.0, 395.8008, 1736.77, 443.4862, 0.3028607, 0.2750294
249, -570.0366, 1505.353, 9999.0, 162.0, 827.0, 388.6388, 1736.256, 445.7354, 0.27054, 0.2850294
250, -570.0366, 1505.353, 9999.0, 162.0, 827.0, 391.2049, 1737.24, 448.0382, 0.28054, 0.2950294
251, -574.0754, 1519.559, 9999.0, 162.0, 827.0, 389.2075, 1736.911, 450.3089, 0.29054, 0.3050294
252, -574.0754, 1519.559, 9999.0, 161.0, 827.0, 387.0138, 1738.048, 452.5278, 0.2612778, 0.3150294
253, -577.8776, 1535.965, 9999.0, 161.0, 827.0, 384.3372, 1737.563, 454.7923, 0.2712778, 0.3250294
254, -577.8776, 1535.965, 9999.0, 161.0, 827.0, 386.6932, 1738.924, 457.0718, 0.2812778, 0.3350294
255, -581.6657, 1551.995, 9999.0, 161.0, 827.0, 384.1475, 1738.236, 459.3042, 0.2912778, 0.3450294
256, -581.6657, 1551.995, 9999.0, 161.0, 827.0, 384.1475, 1738.236, 459.3042, 0.2912778, 0.3450294
257, -586.192, 1567.538, 9999.0, 159.0, 827.0, 379.9593, 1738.712, 463.8288, 0.2618352, 0.3550294
258, -586.192, 1567.538, 9999.0, 159.0, 827.0, 382.0552, 1740.41, 466.089, 0.2818352, 0.3750293
259, -591.0944, 1582.356, 9999.0, 159.0, 827.0, 380.1298, 1739.125, 468.3207, 0.2918352, 0.3850293
260, -591.0944, 1582.356, 9999.0, 164.0, 827.0, 379.1375, 1740.999, 470.5991, 0.2622561, 0.3950293
261, -591.0944, 1582.356, 9999.0, 164.0, 827.0, 379.1375, 1740.999, 470.5991, 0.2622561, 0.3950293
262, -596.1081, 1598.024, 9999.0, 164.0, 827.0, 378.9171, 1741.452, 475.1203, 0.2822561, 0.4150293
263, -602.3613, 1613.567, 9999.0, 176.0, 827.0, 376.5122, 1739.419, 477.3827, 0.2549942, 0.4250293
264, -602.3613, 1613.567, 9999.0, 176.0, 827.0, 378.1693, 1741.588, 479.6692, 0.2549942, 0.4250293
265, -608.9628, 1629.36, 9999.0, 176.0, 827.0, 376.6476, 1739.281, 481.9193, 0.2749942, 0.4450293
266, -608.9628, 1629.36, 9999.0, 176.0, 827.0, 378.1066, 1741.536, 484.1695, 0.2849942, 0.4550293
267, -615.3275, 1644.527, 9999.0, 198.0, 827.0, 379.0356, 1739.327, 486.4484, 0.2570762, 0.4650293
268, -615.3275, 1644.527, 9999.0, 198.0, 827.0, 380.3149, 1741.696, 488.7044, 0.2670762, 0.4750293
269, -622.0682, 1659.471, 9999.0, 198.0, 827.0, 379.3956, 1739.311, 490.9389, 0.2770762, 0.4850293
270, -622.0682, 1659.471, 9999.0, 198.0, 827.0, 379.3956, 1739.311, 490.9389, 0.2770762, 0.4850293
271, -629.0458, 1674.039, 9999.0, 252.0, 1162.5, 388.3256, 1739.407, 495.4734, 0.2510421, 0.4950293
272, -629.0458, 1674.039, 9999.0, 252.0, 1162.5, 610.3256, 1741.939, 497.7211, 0.2409042, 0.5150292
273, -635.7725, 1687.868, 9999.0, 252.0, 1162.5, 610.0308, 1739.773, 500.0047, 0.2509042, 0.5250292
274, -635.7725, 1687.868, 9999.0, 312.0, 1162.5, 610.7264, 1742.413, 502.2915, 0.2509042, 0.5250292
275, -641.6498, 1702.185, 9999.0, 312.0, 1162.5, 610.2866, 1479.593, 504.5509, 0.2709042, 0.4321089
276, -641.6498, 1702.185, 9999.0, 312.0, 1162.5, 610.7697, 1482.27, 506.8296, 0.2809042, 0.4421089
277, -647.6384, 1719.079, 9999.0, 396.0, 1162.5, 610.1386, 1315.676, 509.1341, 0.2909042, 0.3687511
278, -647.6384, 1719.079, 9999.0, 396.0, 1162.5, 610.1386, 1315.676, 509.1341, 0.2909042, 0.3687511
279, -655.6047, 1733.034, 9999.0, 396.0, 1162.5, 610.9655, 1315.934, 513.6371, 0.3109041, 0.3887511
280, -655.6047, 1733.034, 9999.0, 396.0, 1162.5, 611.0178, 1318.7, 515.9553, 0.3209041, 0.3987511
281, -662.819, 1747.476, 9999.0, 520.0, 1162.5, 611.4923, 1214.367, 518.2467, 0.3209041, 0.3987511
282, -662.819, 1747.476, 9999.0, 520.0, 1162.5, 611.334, 1217.03, 520.4817, 0.3409041, 0.3493884
283, -668.3341, 1762.782, 9999.0, 520.0, 1162.5, 611.3983, 1214.591, 522.7786, 0.3509041, 0.3593884
284, -668.3341, 1762.782, 9999.0, 520.0, 1162.5, 611.0114, 1217.326, 525.0931, 0.3609041, 0.3693884
285, -673.5986, 1777.461, 9999.0, 676.0, 1162.5, 611.2397, 1215.061, 527.3472, 0.3609041, 0.3693884
286, -673.5986, 1777.461, 9999.0, 676.0, 1162.5, 610.6522, 1162.92, 529.6128, 0.3809041, 0.3288957
287, -673.5986, 1777.461, 9999.0, 676.0, 1162.5, 610.6522, 1162.92, 529.6128, 0.3809041, 0.3288957
288, -679.0998, 1792.28, 9999.0, 1200.0, 1162.5, 610.3008, 1197.814, 534.2343, 0.4009041, 0.2970721
289, -683.7514, 1807.21, 9999.0, 1200.0, 1162.5, 610.6833, 1195.557, 536.502, 0.410904, 0.3070721
290, -683.7514, 1807.21, 9999.0, 1200.0, 1162.5, 609.6543, 1198.132, 538.8247, 0.4209041, 0.3170721
291, -688.8905, 1823.24, 9999.0, 1200.0, 1162.5, 610.3597, 1195.636, 541.1524, 0.430904, 0.327072
292, -688.8905, 1823.24, 9999.0, 1200.0, 1162.5, 609.1478, 1198.079, 543.4374, 0.440904, 0.337072
293, -694.0436, 1838.42, 9999.0, 1200.0, 1162.5, 610.0371, 1195.888, 545.7385, 0.450904, 0.347072
294, -694.0436, 1838.42, 9999.0, 1200.0, 1162.5, 610.0371, 1195.888, 545.7385, 0.450904, 0.347072
295, -698.8066, 1853.475, 9999.0, 1200.0, 1162.5, 609.5518, 1196.148, 550.3452, 0.470904, 0.367072
296, -698.8066, 1853.475, 9999.0, 1200.0, 1162.5, 607.9798, 1198.349, 552.6106, 0.480904, 0.377072
297, -703.2216, 1868.781, 9999.0, 1200.0, 1162.5, 608.9942, 1196.222, 554.9091, 0.4909039, 0.387072
298, -703.2216, 1868.781, 9999.0, 1200.0, 1162.5, 607.238, 1198.305, 557.1918, 0.500904, 0.397072
299, -707.4971, 1883.224, 9999.0, 1200.0, 1162.5, 608.3157, 1196.465, 559.4437, 0.5109039, 0.407072
300, -707.4971, 1883.224, 9999.0, 1200.0, 1162.5, 606.4028, 1198.4, 561.7237, 0.520904, 0.417072
301, -712.2742, 1898.641, 9999.0, 1200.0, 1162.5, 607.8719, 1196.466, 564.0083, 0.5309039, 0.427072
302, -712.2742, 1898.641, 9999.0, 1200.0, 1162.5, 605.8298, 1198.228, 566.2684, 0.5409039, 0.4370719
303, -716.8004, 1913.459, 9999.0, 1200.0, 1162.5, 607.2779, 1196.548, 568.5597, 0.5509039, 0.4470719
304, -716.8004, 1913.459, 9999.0, 1200.0, 1162.5, 605.058, 1198.172, 570.864, 0.5609039, 0.4570719
305, -722.5523, 1929.977, 9999.0, 1200.0, 1162.5, 607.2842, 1196.369, 573.1328, 0.5709039, 0.4670719
306, -722.5523, 1929.977, 9999.0, 1200.0, 1162.5, 604.9715, 1197.795, 575.409, 0.5809039, 0.4770719
307, -729.1677, 1946.258, 9999.0, 1200.0, 1162.5, 607.4536, 1196.436, 577.7246, 0.5909039, 0.4870719
308, -729.1677, 1946.258, 9999.0, 1200.0, 1162.5, 605.0324, 1197.673, 580.0023, 0.6009039, 0.4970719
309, -736.1453, 1961.564, 9999.0, 1200.0, 1162.5, 607.5531, 1196.785, 582.2541, 0.6109038, 0.5070719
310, -736.1453, 1961.564, 9999.0, 1200.0, 1162.5, 605.0045, 1197.84, 584.5649, 0.6209039, 0.5170719
311, -742.7606, 1977.232, 9999.0, 1200.0, 1162.5, 607.54, 1197.018, 586.868, 0.6309038, 0.5270719
312, -742.7606, 1977.232, 9999.0, 1200.0, 1162.5, 605.003, 1197.841, 589.1026, 0.6409039, 0.5370719
313, -749.4874, 1992.774, 9999.0, 1200.0, 1162.5, 607.6222, 1197.262, 591.3731, 0.6509038, 0.5470719
314, -749.4874, 1992.774, 9999.0, 1200.0, 1162.5, 604.9448, 1197.898, 593.6788, 0.6609038, 0.5570719
315, -755.8521, 2008.818, 9999.0, 1200.0, 1162.5, 607.7031, 1197.338, 595.9236, 0.6709038, 0.5670719
316, -755.8521, 2008.818, 9999.0, 1134.0, 1162.5, 605.065, 1197.752, 598.1609, 0.6709038, 0.5670719
317, -762.9549, 2024.236, 9999.0, 1134.0, 1162.5, 1030.712, 1197.725, 600.4691, 0.5179658, 0.5870718
318, -762.9549, 2024.236, 9999.0, 1134.0, 1162.5, 1027.976, 1197.929, 602.7678, 0.5279658, 0.5970718
319, -768.8321, 2038.316, 9999.0, 1134.0, 1162.5, 1030.138, 1197.925, 605.0256, 0.5379658, 0.6070718
320, -768.8321, 2038.316, 9999.0, 1134.0, 1162.5, 1027.397, 1197.912, 607.3219, 0.5379658, 0.6070718
321, -774.0966, 2055.572, 9999.0, 1134.0, 1162.5, 1030.368, 1197.563, 609.6429, 0.5579658, 0.6270718
322, -774.0966, 2055.572, 9999.0, 1134.0, 1162.5, 1027.676, 1197.335, 611.9063, 0.5679658, 0.6370718
323, -781.074, 2070.501, 9999.0, 1134.0, 1162.5, 1030.148, 1197.942, 614.1753, 0.5779658, 0.6470718
324, -781.074, 2070.501, 9999.0, 1134.0, 1162.5, 1027.421, 1197.489, 616.4917, 0.5779658, 0.6470718
325, -787.5501, 2085.682, 9999.0, 1134.0, 1162.5, 1029.88, 1198.12, 618.7668, 0.5979658, 0.6670718
326, -787.5501, 2085.682, 9999.0, 1134.0, 1162.5, 1029.88, 1198.12, 618.7668, 0.5979658, 0.6670718
327, -793.8035, 2101.225, 9999.0, 1134.0, 1162.5, 1029.738, 1198.204, 623.3312, 0.6179657, 0.6870718
328, -793.8035, 2101.225, 9999.0, 1134.0, 1162.5, 1027.145, 1197.333, 625.6227, 0.6179657, 0.6870718
329, -800.0427, 2115.068, 9999.0, 1134.0, 1162.5, 1029.083, 1198.29, 627.8654, 0.6379657, 0.7070717
330, -800.0427, 2115.068, 9999.0, 1134.0, 1162.5, 1026.607, 1197.237, 630.1203, 0.6479657, 0.7170717
331, -800.0427, 2115.068, 9999.0, 1134.0, 1162.5, 1026.607, 1197.237, 630.1203, 0.6479657, 0.7170717
332, -805.3072, 2129.998, 9999.0, 1134.0, 1162.5, 1026.449, 1196.817, 634.6096, 0.6579657, 0.7270717
333, -810.9338, 2143.828, 9999.0, 1134.0, 1162.5, 1028.219, 1197.863, 636.8682, 0.6779657, 0.7470717
334, -810.9338, 2143.828, 9999.0, 1134.0, 721.0, 1025.903, 1621.642, 639.1589, 0.6879657, 0.5491854
335, -817.6606, 2158.145, 9999.0, 1134.0, 721.0, 1027.651, 1623.195, 641.4267, 0.6979657, 0.5591854
336, -817.6606, 2158.145, 9999.0, 1134.0, 721.0, 1025.475, 1621.576, 643.6992, 0.7079657, 0.5691854
337, -823.301, 2172.713, 9999.0, 1134.0, 721.0, 1027.235, 1622.929, 646.0054, 0.7179657, 0.5791854
338, -823.301, 2172.713, 9999.0, 1134.0, 721.0, 1025.185, 1621.132, 648.2887, 0.7279656, 0.5891853
339, -827.3398, 2186.918, 9999.0, 1134.0, 721.0, 1026.966, 1622.151, 650.536, 0.7379656, 0.5991854
340, -827.3398, 2186.918, 9999.0, 1134.0, 721.0, 1026.966, 1622.151, 650.536, 0.7479656, 0.6091853
341, -831.7409, 2202.712, 9999.0, 1134.0, 721.0, 1029.086, 1623.516, 652.8244, 0.7579656, 0.6191854
342, -831.7409, 2202.712, 9999.0, 1134.0, 721.0, 1027.259, 1621.482, 655.1146, 0.7679656, 0.6291853
343, -836.88, 2217.516, 9999.0, 1134.0, 721.0, 1028.921, 1623.12, 657.3433, 0.7779656, 0.6391853
344, -836.88, 2217.516, 9999.0, 1134.0, 721.0, 1027.279, 1620.977, 659.6055, 0.7879656, 0.6491853
345, -841.9077, 2231.22, 9999.0, 1134.0, 498.0, 1028.482, 1956.001, 661.9048, 0.7979656, 0.4957799
346, -841.9077, 2231.22, 9999.0, 1134.0, 498.0, 1027.026, 1953.752, 664.15, 0.8079656, 0.5057799
347, -848.2724, 2244.813, 9999.0, 1134.0, 498.0, 1027.862, 1955.697, 666.3868, 0.8079656, 0.5057799
348, -848.2724, 2244.813, 9999.0, 1134.0, 498.0, 1027.862, 1955.697, 666.3868, 0.8179656, 0.5157799
349, -854.2609, 2259.506, 9999.0, 1455.0, 486.5, 1297.786, 2171.799, 670.9312, 0.5955556, 0.422576
350, -854.2609, 2259.506, 9999.0, 1455.0, 486.5, 1296.708, 2169.37, 673.1584, 0.6055556, 0.432576
351, -860.1382, 2274.311, 9999.0, 1455.0, 486.5, 1297.593, 2171.564, 675.4238, 0.6155556, 0.442576
352, -860.1382, 2274.311, 9999.0, 1455.0, 400.5, 1115.095, 2169.003, 677.698, 0.4765129, 0.452576
353, -865.8901, 2289.129, 9999.0, 1455.0, 400.5, 1115.859, 2171.298, 679.9106, 0.4865129, 0.462576
354, -865.8901, 2289.129, 9999.0, 1455.0, 400.5, 1115.177, 2168.747, 682.1225, 0.4865129, 0.462576
355, -865.8901, 2289.129, 9999.0, 1455.0, 400.5, 1115.177, 2168.747, 682.1225, 0.4965129, 0.472576
356, -872.2548, 2303.808, 9999.0, 1455.0, 344.5, 984.427, 2168.55, 686.5669, 0.4104989, 0.492576
357, -878.3828, 2317.527, 9999.0, 1455.0, 344.5, 984.5627, 2170.764, 688.7187, 0.4204989, 0.502576
358, -878.3828, 2317.527, 9999.0, 1455.0, 344.5, 984.2834, 2168.219, 690.8638, 0.4304989, 0.512576
359, -883.2711, 2330.98, 9999.0, 1455.0, 304.0, 885.9199, 2170.215, 692.9936, 0.3609908, 0.522576
360, -883.2711, 2330.98, 9999.0, 1455.0, 304.0, 885.8292, 2167.757, 695.0544, 0.3709908, 0.532576
361, -887.8115, 2343.96, 9999.0, 1455.0, 304.0, 886.0269, 2169.743, 697.0534, 0.3709908, 0.532576
362, -887.8115, 2343.96, 9999.0, 1455.0, 304.0, 886.1012, 2167.392, 699.0239, 0.3909908, 0.552576
363, -891.3489, 2357.553, 9999.0, 1455.0, 279.5, 807.5229, 2169.578, 700.935, 0.3340211, 0.5625759
364, -891.3489, 2357.553, 9999.0, 1455.0, 279.5, 807.7291, 2167.42, 702.751, 0.3440211, 0.572576
365, -895.8892, 2368.806, 9999.0, 1455.0, 279.5, 807.4944, 2169.198, 704.4849, 0.3440211, 0.572576
366, -895.8892, 2368.806, 9999.0, 1455.0, 279.5, 807.4944, 2169.198, 704.4849, 0.3540211, 0.5825759
367, -900.0533, 2377.873, 9999.0, 1455.0, 254.5, 742.8136, 2168.689, 707.5452, 0.3179677, 0.6025759
368, -900.0533, 2377.873, 9999.0, 1455.0, 254.5, 743.1208, 2167.154, 708.8569, 0.3279677, 0.6125759
369, -902.0031, 2386.438, 9999.0, 1455.0, 254.5, 743.2605, 2168.543, 710.0591, 0.3279677, 0.6125759
370, -902.0031, 2386.438, 9999.0, 678.0, 246.0, 689.6642, 2378.096, 711.0739, 0.296399, 0.3902008
371, -903.2288, 2392.677, 9999.0, 678.0, 246.0, 689.7882, 2379.141, 711.9165, 0.306399, 0.4002008
372, -903.2288, 2392.677, 9999.0, 678.0, 246.0, 690.0151, 2378.284, 712.6592, 0.306399, 0.4002008
373, -904.2035, 2396.967, 9999.0, 664.0, 241.0, 645.8522, 2441.735, 713.2778, 0.2806045, 0.3472445
374, -904.2035, 2396.967, 9999.0, 664.0, 241.0, 646.0142, 2441.163, 713.7754, 0.2906045, 0.3572445
375, -904.4543, 2400.518, 9999.0, 664.0, 241.0, 646.1843, 2441.817, 714.1935, 0.3006045, 0.3672445
376, -904.4543, 2400.518, 9999.0, 664.0, 241.0, 646.3078, 2441.401, 714.5571, 0.3106045, 0.3772445
377, -904.4543, 2400.518, 9999.0, 664.0, 241.0, 646.3078, 2441.401, 714.5571, 0.3106045, 0.3772445
378, -904.4543, 2402.956, 9999.0, 659.0, 238.5, 608.7163, 2490.799, 715.1132, 0.2863111, 0.334428
379, -904.4543, 2404.432, 9999.0, 659.0, 238.5, 608.8246, 2491.04, 715.3131, 0.2863111, 0.334428
380, -904.4543, 2404.432, 9999.0, 656.0, 239.0, 577.554, 2529.639, 715.4762, 0.2656286, 0.3010736
381, -904.4543, 2405.657, 9999.0, 656.0, 239.0, 577.6305, 2529.878, 715.6076, 0.2756286, 0.3110735
382, -904.4543, 2405.657, 9999.0, 656.0, 239.0, 577.6674, 2529.762, 715.7099, 0.2856286, 0.3210735
383, -904.4543, 2406.507, 9999.0, 656.0, 239.0, 577.7194, 2529.93, 715.7997, 0.2956286, 0.3310735
384, -904.4543, 2406.507, 9999.0, 655.0, 239.5, 550.6727, 2561.845, 715.8762, 0.2651152, 0.2913822
385, -904.4543, 2406.995, 9999.0, 655.0, 239.5, 550.7086, 2561.922, 715.9448, 0.2751152, 0.3013822
386, -904.4543, 2406.995, 9999.0, 655.0, 239.5, 550.7309, 2561.852, 716.0058, 0.2751152, 0.3013822
387, -904.4543, 2407.733, 9999.0, 656.0, 239.0, 527.9084, 2587.843, 716.0585, 0.2571681, 0.2768886
388, -904.4543, 2407.733, 9999.0, 656.0, 239.0, 527.9285, 2587.781, 716.1131, 0.2671681, 0.2868886
389, -904.9417, 2407.983, 9999.0, 656.0, 239.0, 527.8044, 2587.793, 716.1818, 0.2771681, 0.2968886
390, -904.9417, 2407.983, 9999.0, 656.0, 239.0, 527.8318, 2587.709, 716.2557, 0.287168, 0.3068886
391, -905.1925, 2408.471, 9999.0, 655.0, 238.5, 507.7055, 2609.89, 716.3442, 0.2587255, 0.2735467
392, -905.1925, 2408.471, 9999.0, 655.0, 238.5, 507.7462, 2609.766, 716.4528, 0.2687255, 0.2835467
393, -905.6799, 2409.445, 9999.0, 655.0, 238.5, 507.6541, 2609.951, 716.571, 0.2687255, 0.2835467
394, -905.6799, 2409.445, 9999.0, 655.0, 237.5, 490.5219, 2628.211, 716.7025, 0.2523024, 0.2635472
395, -906.1674, 2410.184, 9999.0, 655.0, 237.5, 490.4369, 2628.285, 716.8522, 0.2623024, 0.2735472
396, -906.1674, 2410.184, 9999.0, 655.0, 237.5, 490.4931, 2628.12, 716.9979, 0.2723024, 0.2835472
397, -906.6547, 2411.159, 9999.0, 655.0, 237.5, 490.4115, 2628.269, 717.1477, 0.2823024, 0.2935472
398, -906.6547, 2411.159, 9999.0, 652.0, 236.5, 475.1742, 2644.487, 717.3033, 0.2550295, 0.2635476
399, -907.1422, 2411.897, 9999.0, 652.0, 236.5, 475.0927, 2644.547, 717.4638, 0.2650295, 0.2735476
